Store_Ratio,Basket_Ratio,Store_Score,Store_Presence,Score_3,popularity
0.69,0.6759999999999999,-6.111000000000001,0.213,0.664,4
0.58,0.916,-4.3580000000000005,0.000297,0.6829999999999999,4
0.672,0.804,-7.021,0.124,0.557,4
0.557,0.902,-4.521,0.0002819999999999,0.5710000000000001,4
0.682,0.725,-4.959,0.359,0.679,5
0.422,0.0136,-33.47,0.995,0.2289999999999999,4
0.311,0.084,-23.293000000000003,0.989,0.131,4
0.565,0.474,-12.058,0.3979999999999999,0.0572,4
0.816,0.754,-2.75,0.0361,0.5329999999999999,4
0.355,0.0117,-32.75,0.995,0.161,3
0.526,0.1009999999999999,-18.889,0.99,0.0748,4
0.462,0.519,-8.504,0.484,0.604,4
0.655,0.3979999999999999,-13.822,0.456,0.659,1
0.815,0.2789999999999999,-12.62,0.799,0.0826,4
0.748,0.652,-3.02,0.208,0.431,4
0.585,0.252,-14.092,0.85,0.301,4
0.485,0.726,-4.2,0.0603,0.288,4
0.875,0.539,-8.363999999999999,0.0586,0.305,4
0.7020000000000001,0.7829999999999999,-7.307,0.00282,0.6659999999999999,4
0.7440000000000001,0.5529999999999999,-8.845,0.2269999999999999,0.4039999999999999,4
0.465,0.5870000000000001,-6.077999999999999,0.00271,0.309,4
0.531,0.461,-11.175999999999998,0.161,0.162,4
0.772,0.467,-9.721,0.649,0.1689999999999999,4
0.679,0.56,-7.526,0.222,0.377,4
0.67,0.542,-11.14,0.0209,0.341,4
0.7120000000000001,0.8909999999999999,-2.76,0.00415,0.735,4
0.0714,0.997,-19.246,0.287,1e-05,3
0.612,0.982,-2.984,0.00618,0.175,4
0.406,0.4589999999999999,-6.372999999999999,0.3279999999999999,0.245,4
0.306,0.466,-8.33,0.71,0.5429999999999999,5
0.8390000000000001,0.267,-22.102,0.251,0.432,4
0.268,0.471,-16.493,0.7959999999999999,0.133,5
0.46,0.119,-25.353,0.995,0.321,3
0.0666,0.0355,-29.357,0.964,0.0352,5
0.0778,0.0199,-29.439,0.961,0.0528,4
0.581,0.963,-4.087,0.0295,0.7879999999999999,4
0.327,0.055,-27.468000000000004,0.995,0.348,4
0.5660000000000001,0.8859999999999999,-3.63,0.000348,0.619,4
0.674,0.865,-5.899,0.272,0.285,4
0.8759999999999999,0.599,-7.882000000000001,0.318,0.7859999999999999,4
0.151,0.0203,-35.694,0.969,0.0359,4
0.238,0.121,-22.01,0.87,0.074,4
0.605,0.804,-7.521,0.265,0.601,4
0.6779999999999999,0.361,-11.507,0.528,0.6609999999999999,1
0.5529999999999999,0.66,-7.869,0.2319999999999999,0.68,4
0.19,0.124,-22.682,0.941,0.0664,4
0.679,0.481,-9.045,0.208,0.486,4
0.503,0.525,-7.79,0.647,0.6809999999999999,4
0.862,0.779,-7.442,0.0105,0.67,3
0.475,0.831,-7.419,0.000145,0.521,3
0.645,0.4379999999999999,-10.328,0.3879999999999999,0.35,3
0.703,0.387,-9.793,0.598,0.298,4
0.523,0.7140000000000001,-6.021,0.6579999999999999,0.659,4
0.153,0.546,-30.608,0.2,0.00277,3
0.415,0.585,-8.958,0.0384,0.5539999999999999,3
0.5920000000000001,0.753,-4.651,0.144,0.721,4
0.5710000000000001,0.41,-11.428,0.716,0.499,4
0.47,0.564,-8.129,0.425,0.845,4
0.446,0.264,-12.428,0.95,0.5770000000000001,5
0.8759999999999999,0.518,-13.189,0.0701,0.871,4
0.5670000000000001,0.512,-8.831,0.547,0.3339999999999999,4
0.815,0.332,-13.848,0.611,0.26,4
0.769,0.922,-3.123,0.419,0.634,4
0.784,0.943,-3.152,0.0329,0.512,4
0.495,0.602,-6.445,0.08,0.298,4
0.294,0.0709,-26.318,0.994,0.22,3
0.476,0.192,-15.753,0.976,0.114,3
0.367,0.124,-12.800999999999998,0.983,0.154,3
0.634,0.529,-10.026,0.784,0.451,4
0.957,0.465,-10.720999999999998,0.105,0.492,4
0.674,0.3979999999999999,-9.109,0.73,0.225,4
0.6920000000000001,0.72,-4.908,0.00969,0.211,4
0.0917,0.115,-22.256,0.861,0.0342,4
0.792,0.7190000000000001,-4.643,0.0394,0.789,4
0.0609,0.2289999999999999,-17.746,0.962,0.0729,4
0.862,0.72,-4.048,0.487,0.965,4
0.291,0.0181,-34.346,0.995,0.47,4
0.73,0.314,-6.209,0.969,0.188,4
0.1639999999999999,0.994,-23.718000000000004,0.124,1e-05,3
0.0986,0.58,-30.504,0.0002029999999999,0.0225,4
0.522,0.0409999999999999,-25.462,0.995,0.54,4
0.8,0.418,-17.007,0.0943,0.727,4
0.374,0.184,-16.204,0.953,0.0635,4
0.79,0.687,-7.571000000000001,0.0149,0.628,4
0.6409999999999999,0.593,-7.883999999999999,0.46,0.437,4
0.24,0.0881,-19.065,0.78,0.1689999999999999,4
0.748,0.8029999999999999,-7.44,0.0391,0.604,4
0.141,0.0282,-30.003,0.98,0.0658,3
0.524,0.382,-11.024,0.863,0.466,4
0.442,0.0636,-30.527,0.991,0.23,4
0.61,0.456,-13.088,0.465,0.313,4
0.41,0.0964,-20.089,0.923,0.371,4
0.569,0.275,-10.436,0.898,0.0531,4
0.7070000000000001,0.7879999999999999,-5.269,0.214,0.746,4
0.7829999999999999,0.878,-3.864,0.39,0.885,4
0.452,0.136,-16.305,0.982,0.3339999999999999,4
0.765,0.7170000000000001,-10.688,0.497,0.815,4
0.604,0.469,-8.314,0.649,0.495,4
0.491,0.7440000000000001,-6.306,0.000158,0.375,4
0.532,0.623,-9.208,0.5379999999999999,0.4029999999999999,4
0.628,0.286,-13.264,0.902,0.967,4
0.5760000000000001,0.835,-6.8260000000000005,0.337,0.476,4
0.185,0.943,-30.931,0.8340000000000001,0.000573,1
0.652,0.634,-9.914,0.5660000000000001,0.674,4
0.649,0.7979999999999999,-4.346,0.226,0.857,4
0.0784,0.0846,-17.293,0.542,0.0985,3
0.789,0.83,-3.267,0.0631,0.6759999999999999,4
0.376,0.743,-10.431,0.82,0.976,4
0.406,0.0246,-29.066,0.994,0.281,4
0.932,0.484,-8.224,0.551,0.642,4
0.573,0.733,-7.298999999999999,0.486,0.407,4
0.322,0.812,-5.568,0.00149,0.124,4
0.163,0.0427,-29.813,0.979,0.0451,3
0.5670000000000001,0.687,-10.536,0.29,0.625,4
0.773,0.8059999999999999,-8.011000000000001,0.121,0.821,4
0.532,0.616,-7.074,0.186,0.292,4
0.177,0.0059,-31.596,0.987,0.032,3
0.39,0.747,-6.56,0.7959999999999999,0.505,4
0.5579999999999999,0.937,-4.495,0.0193,0.215,4
0.416,0.181,-16.458,0.8859999999999999,0.1889999999999999,3
0.816,0.833,-5.972,0.126,0.7929999999999999,4
0.517,0.852,-4.4,0.00228,0.177,4
0.705,0.347,-6.516,0.456,0.535,4
0.141,0.0646,-21.823,0.978,0.0343,3
0.225,0.0131,-29.096,0.976,0.0762,4
0.835,0.82,-3.735,0.183,0.561,4
0.157,0.0561,-31.583,0.987,0.039,3
0.7929999999999999,0.5710000000000001,-9.247,0.382,0.616,4
0.594,0.317,-14.458,0.873,0.118,4
0.53,0.584,-11.890999999999998,0.2739999999999999,0.575,4
0.492,0.93,-3.826,1.17e-05,0.431,4
0.514,0.222,-10.534,0.483,0.26,4
0.823,0.586,-6.606,0.114,0.347,4
0.352,0.0235,-19.128,0.945,0.119,4
0.7390000000000001,0.509,-8.703,0.8320000000000001,0.956,4
0.607,0.0911,-14.538,0.81,0.141,4
0.375,0.114,-24.786,0.995,0.379,4
0.638,0.7859999999999999,-6.471,0.0107,0.498,4
0.7490000000000001,0.838,-6.085,0.0411,0.858,4
0.7040000000000001,0.735,-5.68,0.18,0.7659999999999999,4
0.49,0.581,-6.566,0.5529999999999999,0.318,4
0.759,0.5479999999999999,-6.049,0.0392,0.7490000000000001,4
0.75,0.306,-10.249,0.5429999999999999,0.322,4
0.7,0.228,-16.212,0.856,0.467,4
0.162,0.0177,-32.806,0.921,0.121,3
0.575,0.764,-7.447999999999999,0.5660000000000001,0.536,4
0.67,0.5820000000000001,-7.355,0.7090000000000001,0.867,4
0.741,0.523,-7.086,0.5489999999999999,0.401,4
0.626,0.522,-5.857,0.6859999999999999,0.628,4
0.5720000000000001,0.032,-29.582,0.996,0.515,4
0.585,0.556,-6.702999999999999,0.5489999999999999,0.56,4
0.873,0.742,-5.577999999999999,0.63,0.67,4
0.5539999999999999,0.752,-8.086,5.3e-05,0.385,4
0.633,0.904,-5.09,0.0337,0.259,4
0.841,0.605,-7.427,0.00294,0.262,4
0.628,0.6759999999999999,-5.9110000000000005,0.00957,0.75,4
0.632,0.6859999999999999,-7.665,0.5489999999999999,0.3289999999999999,4
0.43,0.145,-17.033,0.916,0.0744,4
0.6890000000000001,0.643,-6.142,0.241,0.405,4
0.213,0.184,-21.471,0.975,0.0317,3
0.769,0.716,-3.963,0.1009999999999999,0.629,4
0.428,0.69,-4.722,0.911,0.5429999999999999,4
0.527,0.148,-18.263,0.883,0.348,3
0.782,0.732,-5.544,0.059,0.6679999999999999,4
0.56,0.857,-4.145,0.0594,0.432,4
0.7709999999999999,0.1689999999999999,-13.075,0.0199,0.133,4
0.52,0.374,-11.390999999999998,0.647,0.304,4
0.695,0.13,-16.054000000000002,0.957,0.434,4
0.711,0.555,-6.58,0.0237,0.221,4
0.129,0.0641,-32.075,0.899,0.0285,4
0.597,0.86,-9.488,0.207,0.908,4
0.316,0.0057,-35.986,0.995,0.0816,1
0.476,0.255,-15.608,0.4639999999999999,0.1369999999999999,4
0.6559999999999999,0.821,-6.215,0.08,0.364,4
0.564,0.313,-9.431,0.299,0.135,4
0.624,0.6940000000000001,-8.084,0.3379999999999999,0.912,4
0.745,0.365,-12.799,0.19,0.172,4
0.38,0.396,-11.085,0.984,0.239,1
0.616,0.0511,-17.587,0.939,0.146,4
0.669,0.476,-6.635,0.382,0.905,4
0.457,0.948,-4.3180000000000005,2.18e-05,0.157,4
0.63,0.6890000000000001,-5.9270000000000005,0.00351,0.422,4
0.457,0.0252,-35.116,0.996,0.168,4
0.6920000000000001,0.809,-5.935,0.1,0.927,4
0.637,0.209,-17.192,0.929,0.446,4
0.748,0.603,-12.044,0.15,0.8270000000000001,4
0.423,0.795,-7.407999999999999,0.000162,0.307,5
0.61,0.6629999999999999,-5.704,0.0572,0.125,5
0.49,0.0109,-21.41,0.995,0.233,4
0.402,0.8590000000000001,-4.41,0.0394,0.514,4
0.79,0.659,-6.819,0.322,0.425,4
0.737,0.718,-5.546,0.597,0.5489999999999999,4
0.728,0.462,-9.204,0.0533,0.187,4
0.536,0.1159999999999999,-14.468,0.935,0.0735,4
0.609,0.368,-13.338,0.762,0.618,4
0.5760000000000001,0.498,-10.707,0.746,0.706,4
0.545,0.6890000000000001,-5.72,0.00137,0.575,4
0.421,0.418,-11.588,0.7829999999999999,0.228,1
0.5660000000000001,0.535,-6.792000000000001,0.485,0.6509999999999999,4
0.432,0.139,-11.737,0.89,0.188,4
0.594,0.0779,-16.71,0.877,0.921,4
0.718,0.775,-5.742000000000001,0.27,0.244,4
0.53,0.8290000000000001,-2.526,0.0741,0.423,4
0.555,0.722,-6.005,0.119,0.5589999999999999,4
0.703,0.631,-6.216,0.412,0.78,4
0.705,0.769,-5.526,0.113,0.583,4
0.44,0.3979999999999999,-8.022,0.7809999999999999,0.0889,3
0.405,0.6459999999999999,-3.2060000000000004,0.331,0.17,4
0.4589999999999999,0.427,-7.734,0.114,0.354,3
0.456,0.826,-7.611000000000001,3.35e-05,0.415,4
0.82,0.8420000000000001,-3.853,0.157,0.653,4
0.747,0.488,-10.348,0.00875,0.517,4
0.4579999999999999,0.262,-11.879,0.894,0.257,4
0.664,0.91,-4.783,0.00248,0.943,4
0.5760000000000001,0.974,-5.822,0.256,0.322,4
0.165,0.0638,-25.074,0.992,0.0623,3
0.6990000000000001,0.588,-6.533,0.00807,0.35,4
0.647,0.7290000000000001,-6.251,0.0206,0.687,4
0.409,0.416,-9.272,0.629,0.43,4
0.8640000000000001,0.721,-5.577999999999999,0.0293,0.5539999999999999,4
0.368,0.6659999999999999,-4.944,0.8590000000000001,0.546,4
0.607,0.247,-16.756,0.872,0.489,4
0.644,0.349,-10.398,0.478,0.612,4
0.516,0.785,-3.406,0.195,0.5820000000000001,4
0.726,0.6459999999999999,-5.945,0.0141,0.677,4
0.503,0.967,-2.492,3.16e-05,0.254,4
0.461,0.296,-11.496,0.256,0.303,4
0.5489999999999999,0.903,-1.483,0.178,0.513,4
0.502,0.462,-7.526,0.578,0.304,4
0.779,0.604,-5.671,0.206,0.655,4
0.395,0.0563,-26.951,0.996,0.278,4
0.6809999999999999,0.385,-12.908,0.608,0.364,4
0.0793,0.0949,-23.663,0.99,0.0301,4
0.805,0.65,-4.224,0.1669999999999999,0.556,4
0.8059999999999999,0.369,-8.265,0.125,0.2769999999999999,4
0.7240000000000001,0.47,-4.323,0.568,0.385,4
0.631,0.392,-9.35,0.81,0.737,4
0.0594,0.976,-29.249,0.804,1e-05,3
0.1669999999999999,0.99,-16.531,0.147,0.0158,3
0.715,0.24,-17.887,0.989,0.69,4
0.723,0.456,-13.554,0.634,0.153,4
0.562,0.282,-11.956,0.888,0.172,4
0.406,0.0766,-18.95,0.857,0.106,3
0.0597,1.0,-17.139,0.126,1e-05,4
0.163,0.149,-24.412,0.967,0.351,3
0.6409999999999999,0.28,-13.989,0.83,0.143,4
0.405,0.595,-10.879,0.391,0.615,4
0.735,0.4679999999999999,-10.695,0.417,0.873,4
0.384,0.216,-11.372,0.816,0.245,4
0.362,0.602,-8.219,0.0035399999999999,0.4539999999999999,4
0.469,0.187,-14.65,0.948,0.357,3
0.206,0.0453,-26.198,0.983,0.0376,4
0.726,0.815,-4.968999999999999,0.0724,0.693,4
0.6729999999999999,0.718,-4.666,0.609,0.917,4
0.7609999999999999,0.499,-7.612999999999999,0.767,0.3339999999999999,4
0.431,0.593,-5.216,0.409,0.161,3
0.596,0.732,-6.189,0.0153,0.228,4
0.637,0.747,-7.065,0.17,0.767,4
0.557,0.8859999999999999,-4.196000000000001,0.000595,0.17,4
0.385,0.0145,-30.373,0.993,0.139,3
0.368,0.5870000000000001,-6.676,0.309,0.391,4
0.296,0.0435,-29.73,0.987,0.0302,1
0.467,0.0131,-27.963,0.993,0.0936,4
0.591,0.847,-8.282,0.17,0.145,4
0.527,0.0968,-29.574,0.994,0.326,4
0.8079999999999999,0.901,-1.944,0.0205,0.7090000000000001,4
0.235,0.0756,-28.669,0.991,0.228,3
0.961,0.5710000000000001,-4.002,0.0129,0.64,4
0.0925,0.132,-23.643,0.968,0.0717,3
0.536,0.185,-23.667,0.932,0.835,4
0.609,0.3779999999999999,-9.828,0.835,0.515,4
0.37,0.0209,-29.707,0.995,0.145,4
0.645,0.103,-14.542,0.213,0.123,3
0.3979999999999999,0.285,-16.119,0.55,0.191,3
0.407,0.0080299999999999,-23.868,0.991,0.154,4
0.492,0.969,-4.419,0.0014,0.5379999999999999,4
0.292,0.447,-18.13,0.799,0.0698,3
0.451,0.236,-11.799,0.759,0.267,4
0.121,0.1939999999999999,-17.192999999999998,0.911,0.257,4
0.7390000000000001,0.8690000000000001,-5.611000000000001,0.556,0.955,4
0.527,0.835,-5.297999999999999,0.0166,0.654,4
0.8340000000000001,0.4679999999999999,-7.09,0.541,0.401,4
0.604,0.5670000000000001,-11.220999999999998,0.413,0.0631,4
0.523,0.441,-9.928,0.465,0.49,4
0.812,0.495,-8.535,0.259,0.115,4
0.532,0.208,-11.161,0.98,0.1369999999999999,4
0.705,0.8059999999999999,-4.83,0.2289999999999999,0.763,4
0.5710000000000001,0.161,-15.662,0.897,0.0392,4
0.545,0.7829999999999999,-4.261,0.00489,0.551,4
0.057,0.926,-13.972,0.298,0.0081599999999999,3
0.735,0.6940000000000001,-9.652,0.00323,0.879,4
0.359,0.208,-15.853,0.919,0.0734,4
0.621,0.853,-5.735,0.0767,0.7140000000000001,4
0.325,0.366,-12.389,0.971,0.286,4
0.367,0.0679,-26.149,0.975,0.245,4
0.7929999999999999,0.7929999999999999,-4.521,0.0123,0.679,4
0.374,0.276,-14.945,0.884,0.412,4
0.851,0.8059999999999999,-4.62,0.118,0.787,4
0.726,0.0942,-19.943,0.711,0.265,4
0.285,0.238,-9.623,0.6629999999999999,0.213,4
0.565,0.0897,-21.971,0.942,0.322,3
0.598,0.295,-8.552999999999999,0.735,0.314,4
0.4,0.0419,-23.446,0.985,0.228,3
0.759,0.5429999999999999,-11.189,0.4039999999999999,0.977,4
0.6559999999999999,0.715,-6.136,0.418,0.92,4
0.293,0.696,-6.0360000000000005,0.0396,0.179,4
0.149,0.82,-25.268,0.0122,0.0289999999999999,4
0.862,0.503,-7.702999999999999,0.0045299999999999,0.863,4
0.665,0.725,-11.889,0.16,0.0632,4
0.347,0.162,-19.39,0.99,0.523,4
0.7809999999999999,0.852,-8.782,0.0255,0.1369999999999999,4
0.6890000000000001,0.8859999999999999,-7.066,0.0664,0.906,4
0.0673,0.00255,-39.399,0.928,0.0317,5
0.602,0.516,-9.701,0.648,0.373,4
0.3829999999999999,0.662,-5.162000000000001,0.165,0.138,4
0.682,0.376,-11.642,0.652,0.132,4
0.4579999999999999,0.016,-20.345,0.987,0.2319999999999999,3
0.34,0.427,-10.042,0.11,0.4039999999999999,3
0.524,0.0382,-18.761,0.944,0.1169999999999999,3
0.174,0.182,-20.695,0.897,0.0391,4
0.6890000000000001,0.706,-4.48,0.0833,0.623,4
0.434,0.0236,-22.974,0.993,0.191,4
0.497,0.69,-9.976,0.872,0.8490000000000001,4
0.46,0.211,-21.55,0.878,0.0894,5
0.748,0.524,-5.599,0.414,0.6609999999999999,4
0.191,0.0547,-25.451,0.924,0.0377,1
0.679,0.61,-10.936,0.585,0.5539999999999999,4
0.466,0.615,-9.102,0.413,0.812,4
0.627,0.422,-10.814,0.609,0.59,4
0.8109999999999999,0.499,-7.1610000000000005,0.0147,0.466,4
0.193,0.0453,-26.219,0.952,0.119,4
0.7240000000000001,0.94,-9.737,0.0307,0.81,4
0.632,0.962,-3.3110000000000004,0.0146,0.0919,4
0.799,0.4429999999999999,-9.183,0.123,0.547,4
0.512,0.8029999999999999,-3.936,0.411,0.497,4
0.773,0.4639999999999999,-6.16,0.00755,0.542,4
0.478,0.0901,-16.511,0.946,0.163,3
0.263,0.0125,-29.024,0.988,0.0365,4
0.885,0.757,-5.834,0.22,0.49,4
0.3329999999999999,0.637,-4.904,0.131,0.132,4
0.496,0.863,-4.1530000000000005,0.0046,0.243,4
0.306,0.647,-9.969,0.0768,0.321,3
0.657,0.716,-5.675,0.0139999999999999,0.435,4
0.82,0.452,-9.796,0.5429999999999999,0.74,4
0.207,0.0319,-26.266,0.73,0.048,4
0.432,0.358,-10.936,0.0782,0.1169999999999999,4
0.434,0.718,-9.707,9.42e-05,0.816,3
0.583,0.92,-4.299,0.0965,0.8809999999999999,4
0.7829999999999999,0.58,-6.547999999999999,0.0114,0.66,4
0.321,0.048,-24.598000000000003,0.996,0.43,4
0.539,0.598,-8.953,0.00389,0.563,4
0.6409999999999999,0.324,-5.851,0.698,0.273,4
0.205,0.111,-26.252,0.904,0.0399,4
0.78,0.68,-3.939,0.33,0.486,4
0.5770000000000001,0.636,-10.157,0.823,0.5670000000000001,4
0.743,0.741,-5.721,0.591,0.546,4
0.503,0.057,-19.746,0.593,0.327,3
0.43,0.2019999999999999,-13.168,0.684,0.176,4
0.242,0.0527,-30.66,0.963,0.0392,3
0.7240000000000001,0.695,-5.226,0.073,0.235,4
0.7170000000000001,0.782,-6.059,0.00783,0.723,4
0.7509999999999999,0.816,-4.073,0.0469,0.36,4
0.67,0.3979999999999999,-9.14,0.319,0.2189999999999999,4
0.5489999999999999,0.916,-4.185,0.0049,0.632,4
0.374,0.331,-12.652,0.352,0.594,4
0.511,0.242,-15.735,0.41,0.596,4
0.382,0.0228,-27.546,0.993,0.0754,4
0.427,0.679,-8.405,0.00103,0.311,3
0.71,0.82,-6.443,0.052,0.848,4
0.568,0.595,-9.337,0.768,0.301,4
0.373,0.6809999999999999,-8.002,0.1369999999999999,0.249,4
0.32,0.1639999999999999,-18.956,0.925,0.158,4
0.541,0.616,-6.53,0.00114,0.203,4
0.7120000000000001,0.7829999999999999,-4.957,0.4039999999999999,0.529,4
0.425,0.946,-3.089,6.92e-05,0.433,4
0.789,0.915,-3.263,0.0135,0.66,4
0.525,0.379,-6.572,0.662,0.361,4
0.491,0.465,-12.068,0.361,0.0498,4
0.502,0.0854,-22.59,0.907,0.966,3
0.275,0.0642,-24.363000000000003,0.99,0.2189999999999999,4
0.64,0.011,-28.455,0.996,0.7929999999999999,4
0.401,0.0273,-30.596,0.994,0.236,4
0.254,0.0157,-24.851,0.989,0.257,3
0.544,0.722,-5.169,0.0532,0.71,4
0.627,0.489,-7.52,0.000105,0.5429999999999999,4
0.6459999999999999,0.3389999999999999,-10.574000000000002,0.8009999999999999,0.727,4
0.6629999999999999,0.875,-3.301,0.0821,0.51,4
0.107,0.0329,-29.429,0.962,0.0377,4
0.6890000000000001,0.921,-4.902,0.0944,0.608,4
0.805,0.659,-8.162,0.0263,0.81,4
0.677,0.687,-8.209,0.000197,0.315,4
0.561,0.597,-6.0,0.286,0.355,4
0.73,0.585,-12.757,0.0736,0.698,4
0.178,0.222,-20.304,0.377,0.0332,3
0.445,0.722,-6.098,0.239,0.445,4
0.795,0.918,-6.021,0.000252,0.616,4
0.569,0.852,-4.827,0.000727,0.6629999999999999,4
0.236,0.106,-26.927,0.993,0.138,1
0.638,0.6990000000000001,-6.542000000000001,0.0203,0.57,4
0.144,0.247,-16.582,0.626,0.0881,4
0.957,0.437,-7.882000000000001,0.00402,0.616,4
0.351,0.296,-10.109,0.934,0.12,4
0.121,0.0647,-28.329,0.989,0.0304,3
0.63,0.505,-7.359,0.691,0.367,4
0.433,0.449,-7.02,0.757,0.242,4
0.247,0.345,-16.944000000000003,0.0703,0.103,4
0.417,0.128,-24.698,0.979,0.174,4
0.4639999999999999,0.439,-15.417,0.924,0.315,4
0.705,0.898,-6.371,0.207,0.657,4
0.846,0.1669999999999999,-15.462,0.826,0.335,4
0.39,0.28,-12.509,0.723,0.29,4
0.532,0.7290000000000001,-6.84,0.382,0.595,4
0.493,0.861,-7.956,0.7020000000000001,0.937,4
0.7979999999999999,0.539,-6.351,0.1989999999999999,0.3939999999999999,4
0.252,0.144,-14.437,0.96,0.211,4
0.141,0.0353,-31.019,0.993,0.111,4
0.721,0.64,-7.489,0.0704,0.5529999999999999,4
0.293,0.431,-7.916,0.785,0.314,4
0.148,0.997,-18.627,0.139,1e-05,3
0.732,0.4579999999999999,-7.225,0.447,0.6609999999999999,4
0.664,0.6990000000000001,-6.845,0.5479999999999999,0.82,4
0.2339999999999999,0.1159999999999999,-20.047,0.992,0.251,4
0.624,0.868,-5.867000000000001,0.305,0.8059999999999999,4
0.83,0.55,-12.704,0.268,0.105,4
0.344,0.0562,-20.749,0.987,0.172,4
0.485,0.0303,-27.835,0.994,0.0848,4
0.392,0.774,-7.625,0.46,0.263,4
0.322,0.205,-16.208,0.128,0.432,3
0.737,0.764,-5.511,0.111,0.924,4
0.672,0.82,-4.456,0.0368,0.4379999999999999,4
0.662,0.726,-5.443,0.242,0.813,4
0.639,0.0808,-29.056,0.995,0.384,3
0.168,0.13,-21.372,0.898,0.0669,4
0.0745,0.0381,-32.743,0.888,0.0346,1
0.0896,0.0183,-33.507,0.957,0.0369,5
0.685,0.377,-12.374,0.542,0.597,4
0.6709999999999999,0.752,-6.806,0.0258,0.7170000000000001,4
0.601,0.132,-19.603,0.961,0.12,4
0.738,0.302,-16.177,0.0159,0.836,4
0.187,0.115,-24.73,0.937,0.0395,4
0.22,0.29,-16.961,0.936,0.19,3
0.284,0.487,-4.178999999999999,0.392,0.415,4
0.5920000000000001,0.256,-14.031,0.8420000000000001,0.103,4
0.1669999999999999,0.1159999999999999,-26.544,0.6559999999999999,0.0668,4
0.6409999999999999,0.904,-3.364,0.0761,0.467,4
0.78,0.763,-8.14,0.211,0.967,4
0.531,0.0775,-19.843,0.975,0.157,4
0.385,0.573,-13.027,0.669,0.121,4
0.392,0.37,-10.888,0.205,0.512,4
0.111,0.0409,-30.187,0.991,0.0513,5
0.7659999999999999,0.5710000000000001,-14.427,0.54,0.148,4
0.636,0.503,-6.516,0.6729999999999999,0.677,4
0.555,0.742,-4.265,0.0917,0.682,4
0.747,0.7509999999999999,-3.837,0.107,0.57,4
0.42,0.337,-15.582,0.753,0.0572,4
0.529,0.8640000000000001,-3.455,0.0799,0.634,4
0.467,0.622,-7.255,0.365,0.455,4
0.3929999999999999,0.439,-7.085,0.708,0.1169999999999999,4
0.7340000000000001,0.485,-13.865,0.357,0.933,4
0.5670000000000001,0.2239999999999999,-10.024,0.887,0.2,4
0.695,0.39,-13.023,0.835,0.633,4
0.5770000000000001,0.853,-8.097000000000001,0.00585,0.882,4
0.75,0.4039999999999999,-10.178,0.216,0.0499,4
0.627,0.14,-13.435,0.861,0.27,4
0.605,0.466,-10.528,0.501,0.313,4
0.748,0.948,-2.94,0.211,0.907,4
0.477,0.797,-5.316,0.0828,0.705,4
0.46,0.947,-4.841,0.125,0.292,4
0.0994,0.121,-17.762999999999998,0.7929999999999999,0.0378,4
0.6559999999999999,0.877,-3.2310000000000003,0.345,0.894,4
0.757,0.892,-5.374,0.0315,0.5720000000000001,4
0.541,0.931,-9.687,0.326,0.148,4
0.679,0.597,-10.872,0.716,0.698,4
0.439,0.294,-13.66,0.765,0.0315,4
0.242,0.00627,-28.104,0.992,0.217,3
0.664,0.474,-6.077000000000001,0.0376,0.544,4
0.703,0.609,-7.3,0.111,0.696,4
0.723,0.49,-14.745,0.111,0.795,4
0.755,0.8759999999999999,-8.867,0.357,0.954,4
0.745,0.826,-4.339,0.357,0.674,4
0.303,0.1369999999999999,-20.57,0.8690000000000001,0.297,4
0.807,0.467,-8.568999999999999,0.0015,0.289,4
0.747,0.115,-22.435,0.674,0.271,4
0.742,0.75,-5.727,0.302,0.821,4
0.267,0.0338,-28.036,0.993,0.321,1
0.396,0.682,-10.828,0.00588,0.262,4
0.7759999999999999,0.6859999999999999,-6.827000000000001,0.0739,0.5870000000000001,4
0.544,0.1969999999999999,-11.417,0.851,0.2269999999999999,4
0.424,0.238,-9.661,0.78,0.18,4
0.813,0.619,-8.203,0.245,0.774,4
0.515,0.0759,-27.602,0.991,0.3979999999999999,3
0.537,0.952,-4.92,0.0917,0.773,4
0.469,0.0591,-16.562,0.942,0.128,4
0.521,0.136,-14.300999999999998,0.942,0.143,4
0.292,0.061,-17.916,0.946,0.0386,5
0.602,0.87,-6.332999999999999,0.107,0.867,4
0.4479999999999999,0.0556,-19.131,0.907,0.296,4
0.175,0.015,-31.557,0.99,0.0365,3
0.525,0.878,-8.677,0.411,0.963,4
0.8240000000000001,0.8170000000000001,-5.254,0.00441,0.385,4
0.6990000000000001,0.529,-7.547999999999999,0.0317,0.121,4
0.657,0.312,-10.441,0.644,0.5760000000000001,4
0.253,0.0234,-27.694000000000003,0.935,0.124,3
0.185,0.336,-10.997,0.87,0.039,3
0.7490000000000001,0.85,-4.346,0.0319,0.672,4
0.327,0.0111,-31.644,0.992,0.249,1
0.7929999999999999,0.5710000000000001,-6.289,0.0439,0.6920000000000001,4
0.664,0.43,-11.967,0.632,0.5529999999999999,4
0.3279999999999999,0.0154,-30.098000000000003,0.994,0.308,4
0.134,0.2269999999999999,-17.862000000000002,0.867,0.0369,3
0.652,0.401,-9.573,0.131,0.489,4
0.7609999999999999,0.911,-2.5610000000000004,0.0281,0.4629999999999999,4
0.787,0.502,-11.584,0.4629999999999999,0.514,4
0.7440000000000001,0.7829999999999999,-7.077000000000001,0.0553,0.885,4
0.477,0.381,-10.237,0.727,0.3289999999999999,4
