Store_Ratio,Basket_Ratio,Score_3,Score_4,popularity
0.555,0.742,0.682,180.147,4
0.747,0.7509999999999999,0.57,155.958,4
0.42,0.337,0.0572,82.947,4
0.529,0.8640000000000001,0.634,173.644,4
0.467,0.622,0.455,164.418,4
0.3929999999999999,0.439,0.1169999999999999,71.976,4
0.7340000000000001,0.485,0.933,95.321,4
0.5670000000000001,0.2239999999999999,0.2,124.44,4
0.695,0.39,0.633,138.946,4
0.5770000000000001,0.853,0.882,191.255,4
0.75,0.4039999999999999,0.0499,95.045,4
0.627,0.14,0.27,161.168,4
0.605,0.466,0.313,117.972,4
0.748,0.948,0.907,102.108,4
0.477,0.797,0.705,88.823,4
0.46,0.947,0.292,127.978,4
0.0994,0.121,0.0378,89.428,4
0.6559999999999999,0.877,0.894,105.018,4
0.757,0.892,0.5720000000000001,103.04,4
0.541,0.931,0.148,128.584,4
0.679,0.597,0.698,109.959,4
0.439,0.294,0.0315,65.148,4
0.242,0.00627,0.217,74.7,3
0.664,0.474,0.544,87.973,4
0.703,0.609,0.696,89.929,4
0.723,0.49,0.795,129.012,4
0.755,0.8759999999999999,0.954,102.762,4
0.745,0.826,0.674,90.149,4
0.303,0.1369999999999999,0.297,97.483,4
0.807,0.467,0.289,123.001,4
0.747,0.115,0.271,171.97299999999998,4
0.742,0.75,0.821,89.493,4
0.267,0.0338,0.321,74.461,1
0.396,0.682,0.262,150.93200000000002,4
0.7759999999999999,0.6859999999999999,0.5870000000000001,177.926,4
0.544,0.1969999999999999,0.2269999999999999,79.65899999999999,4
0.424,0.238,0.18,130.178,4
0.813,0.619,0.774,114.58,4
0.515,0.0759,0.3979999999999999,96.981,3
0.537,0.952,0.773,95.017,4
0.469,0.0591,0.128,104.575,4
0.521,0.136,0.143,86.04700000000001,4
0.292,0.061,0.0386,67.17,5
0.602,0.87,0.867,91.177,4
0.4479999999999999,0.0556,0.296,91.24,4
0.175,0.015,0.0365,70.609,3
0.525,0.878,0.963,176.24900000000002,4
0.8240000000000001,0.8170000000000001,0.385,123.981,4
0.6990000000000001,0.529,0.121,119.987,4
0.657,0.312,0.5760000000000001,94.939,4
0.253,0.0234,0.124,78.11399999999999,3
0.185,0.336,0.039,84.244,3
0.7490000000000001,0.85,0.672,145.983,4
0.327,0.0111,0.249,126.712,1
0.7929999999999999,0.5710000000000001,0.6920000000000001,90.986,4
0.664,0.43,0.5529999999999999,132.209,4
0.3279999999999999,0.0154,0.308,96.264,4
0.134,0.2269999999999999,0.0369,79.968,3
0.652,0.401,0.489,76.973,4
0.7609999999999999,0.911,0.4629999999999999,135.018,4
0.787,0.502,0.514,89.53399999999999,4
0.7440000000000001,0.7829999999999999,0.885,120.042,4
0.477,0.381,0.3289999999999999,121.568,4
0.144,0.0446,0.0315,139.469,5
0.306,0.118,0.0369,123.354,4
0.568,0.1889999999999999,0.325,125.85,4
0.476,0.534,0.74,83.005,4
0.401,0.953,0.555,174.217,4
0.633,0.904,0.259,124.008,4
0.0751,0.999,1e-05,174.487,4
0.078,0.0812,0.0395,82.681,3
0.292,0.00456,0.239,70.715,3
0.557,0.8540000000000001,0.3989999999999999,101.968,4
0.223,0.0233,0.0686,180.19,3
0.5489999999999999,0.1689999999999999,0.36,79.318,4
0.368,0.536,0.8290000000000001,93.215,4
0.46,0.5870000000000001,0.961,98.017,4
0.691,0.6579999999999999,0.617,97.68,4
0.622,0.5329999999999999,0.629,94.913,4
0.221,0.13,0.0597,70.96300000000001,4
0.495,0.295,0.201,85.994,4
0.492,0.979,0.315,130.005,4
0.598,0.871,0.962,121.769,4
0.74,0.6920000000000001,0.304,125.97,4
0.638,0.367,0.2189999999999999,71.957,4
0.593,0.84,0.8909999999999999,141.961,4
0.7020000000000001,0.25,0.654,90.023,4
0.178,0.0201,0.0351,62.908,3
0.6990000000000001,0.8370000000000001,0.348,95.493,4
0.402,0.0396,0.0934,114.664,4
0.551,0.214,0.0471,140.033,4
0.153,0.0845,0.0272,175.581,1
0.923,0.484,0.8140000000000001,120.678,4
0.291,0.144,0.0381,59.867,4
0.539,0.8109999999999999,0.5529999999999999,133.829,4
0.6859999999999999,0.529,0.313,100.046,4
0.715,0.638,0.29,89.976,4
0.7340000000000001,0.873,0.507,128.036,4
0.726,0.188,0.451,114.984,4
0.7759999999999999,0.6509999999999999,0.747,92.015,4
0.5770000000000001,0.303,0.327,123.339,1
0.54,0.0196,0.327,96.037,4
0.7090000000000001,0.8240000000000001,0.867,118.818,4
0.6679999999999999,0.6779999999999999,0.275,90.996,4
0.644,0.0795,0.204,93.654,4
0.452,0.0238,0.36,109.71,4
0.52,0.423,0.237,105.007,4
0.794,0.7559999999999999,0.775,123.066,4
0.451,0.0337,0.0794,83.31,3
0.601,0.574,0.8,147.964,4
0.735,0.32,0.401,132.85299999999998,4
0.49,0.716,0.288,74.988,4
0.436,0.0156,0.11,75.55,1
0.433,0.349,0.357,102.562,4
0.512,0.0107,0.556,68.335,4
0.246,0.172,0.331,132.001,4
0.532,0.208,0.1369999999999999,74.393,4
0.408,0.708,0.423,117.174,3
0.616,0.525,0.427,79.976,4
0.317,0.1689999999999999,0.0444,114.849,4
0.8,0.56,0.45,163.071,4
0.728,0.725,0.962,123.007,4
0.26,0.0469,0.1,136.156,4
0.507,0.341,0.261,107.84,4
0.6890000000000001,0.5329999999999999,0.898,98.801,4
0.6579999999999999,0.713,0.518,95.041,4
0.247,0.144,0.0191,80.863,3
0.3329999999999999,0.7929999999999999,0.546,154.714,3
0.317,0.545,0.14,139.014,5
0.8859999999999999,0.26,0.516,138.05200000000002,4
0.6729999999999999,0.103,0.284,119.993,4
0.27,0.0027,0.4,168.958,3
0.222,0.105,0.039,140.19899999999998,1
0.738,0.621,0.715,113.968,4
0.665,0.365,0.865,140.418,4
0.51,0.447,0.405,158.44,4
0.477,0.0418,0.295,174.134,4
0.56,0.8270000000000001,0.639,89.93,4
0.611,0.56,0.2739999999999999,115.771,4
0.649,0.606,0.618,79.99600000000001,4
0.254,0.247,0.0397,166.06799999999998,4
0.321,0.168,0.0783,126.645,4
0.309,0.0883,0.0242,91.986,4
0.741,0.606,0.711,126.837,4
0.44,0.34,0.361,150.128,4
0.479,0.0631,0.0967,79.74,4
0.664,0.573,0.5660000000000001,76.023,4
0.659,0.858,0.784,105.027,4
0.083,0.999,1e-05,166.144,4
0.374,0.0653,0.318,102.237,3
0.5770000000000001,0.371,0.3429999999999999,74.53399999999999,4
0.45,0.936,0.841,93.84,4
0.6609999999999999,0.3929999999999999,0.165,83.851,4
0.495,0.634,0.363,78.02,4
0.563,0.555,0.2269999999999999,119.908,4
0.369,0.897,0.255,169.985,4
0.5670000000000001,0.159,0.436,146.91299999999998,4
0.17,0.17,0.0777,125.517,4
0.877,0.795,0.375,134.003,4
0.6729999999999999,0.8420000000000001,0.897,125.571,4
0.315,0.0203,0.0448,75.696,4
0.885,0.68,0.78,97.003,4
0.778,0.8240000000000001,0.7559999999999999,100.024,4
0.733,0.8590000000000001,0.52,124.948,4
0.389,0.889,0.524,171.12099999999998,4
0.573,0.446,0.21,81.727,4
0.5920000000000001,0.611,0.367,131.045,4
0.642,0.29,0.5379999999999999,122.072,4
0.1689999999999999,0.0279,0.0337,88.119,4
0.8270000000000001,0.5539999999999999,0.3779999999999999,107.017,4
0.42,0.956,0.529,168.99,4
0.552,0.914,0.6809999999999999,196.022,4
0.5710000000000001,0.767,0.605,93.421,4
0.7,0.0366,0.0399,127.972,3
0.7759999999999999,0.509,0.485,94.634,4
0.7190000000000001,0.7190000000000001,0.887,119.949,4
0.828,0.807,0.8109999999999999,94.967,4
0.273,0.0132,0.104,68.822,3
0.51,0.917,0.313,75.098,4
0.765,0.6890000000000001,0.497,144.958,4
0.679,0.373,0.585,124.474,4
0.526,0.882,0.424,144.982,4
0.445,0.0125,0.5379999999999999,135.812,4
0.492,0.0312,0.127,75.468,4
0.504,0.76,0.64,183.933,4
0.889,0.716,0.296,128.02200000000002,4
0.7020000000000001,0.508,0.143,82.008,4
0.911,0.762,0.58,93.954,4
0.6679999999999999,0.765,0.591,116.103,1
0.256,0.063,0.0758,151.624,4
0.0829,0.0695,0.0375,75.482,1
0.753,0.525,0.482,169.984,4
0.645,0.96,0.637,127.999,4
0.5770000000000001,0.6759999999999999,0.6759999999999999,95.98,4
0.4029999999999999,0.88,0.235,100.457,4
0.152,0.0042899999999999,0.106,137.327,5
0.892,0.47,0.784,108.92,4
0.565,0.336,0.7959999999999999,82.294,4
0.295,0.0693,0.262,118.817,3
0.55,0.305,0.0527,112.981,1
0.742,0.845,0.301,130.069,4
0.302,0.0783,0.231,140.485,5
0.889,0.34,0.716,94.009,4
0.812,0.759,0.77,102.028,4
0.83,0.467,0.8370000000000001,140.569,4
0.7490000000000001,0.8859999999999999,0.963,157.94799999999998,4
0.8170000000000001,0.306,0.402,91.014,4
0.556,0.7120000000000001,0.467,98.008,4
0.426,0.541,0.203,164.247,4
0.523,0.984,0.324,120.004,4
0.541,0.688,0.649,109.843,4
0.6609999999999999,0.7120000000000001,0.1119999999999999,108.038,4
0.648,0.352,0.173,121.459,4
0.672,0.466,0.066,169.99900000000002,4
0.765,0.523,0.3939999999999999,104.988,4
0.257,0.182,0.267,78.146,4
0.536,0.828,0.848,189.683,4
0.1889999999999999,0.0678,0.182,62.593,4
0.816,0.409,0.898,140.014,4
0.481,0.3389999999999999,0.114,145.733,4
0.597,0.0989,0.298,70.012,4
0.7,0.725,0.192,109.951,4
0.653,0.637,0.779,162.17700000000002,4
0.746,0.746,0.733,175.965,4
0.226,0.0315,0.0381,91.988,4
0.802,0.419,0.639,115.963,4
0.419,0.4629999999999999,0.261,145.486,4
0.75,0.961,0.911,134.106,4
0.366,0.617,0.127,177.908,4
0.867,0.908,0.785,123.924,4
0.413,0.0905,0.4529999999999999,122.064,3
0.425,0.0936,0.1989999999999999,119.69,3
0.805,0.629,0.6729999999999999,170.09799999999998,4
0.462,0.8009999999999999,0.442,153.01,4
0.77,0.8340000000000001,0.628,100.997,4
0.8079999999999999,0.748,0.256,156.957,4
0.258,0.0878,0.0365,52.851000000000006,4
0.547,0.0948,0.261,61.272,4
0.642,0.5429999999999999,0.442,166.003,4
0.599,0.79,0.961,103.783,4
0.647,0.299,0.157,120.043,4
0.44,0.384,0.0912,127.938,4
0.366,0.314,0.371,108.188,5
0.6829999999999999,0.1969999999999999,0.379,118.275,3
0.583,0.7120000000000001,0.614,128.89700000000002,4
0.3339999999999999,0.00732,0.0964,60.17100000000001,4
0.669,0.191,0.617,180.05599999999998,4
0.861,0.58,0.805,157.875,4
0.628,0.6509999999999999,0.579,116.484,4
0.695,0.762,0.5529999999999999,120.042,4
0.8079999999999999,0.652,0.752,115.0,3
0.133,0.00155,0.126,99.782,4
0.8170000000000001,0.7440000000000001,0.243,126.997,4
0.346,0.46,0.0568,126.99,5
0.912,0.907,0.6659999999999999,134.013,4
0.585,0.436,0.132,143.874,4
0.7759999999999999,0.332,0.7090000000000001,82.97200000000001,4
0.8029999999999999,0.703,0.875,99.426,4
0.5720000000000001,0.742,0.376,127.19,4
0.344,0.166,0.185,167.32299999999998,3
0.71,0.6409999999999999,0.764,99.974,4
0.8079999999999999,0.995,0.952,127.997,4
0.473,0.046,0.147,113.639,4
0.532,0.759,0.293,95.01,4
0.55,0.618,0.429,78.61,4
0.597,0.6459999999999999,0.364,126.951,4
0.7290000000000001,0.935,0.961,129.954,4
0.6,0.688,0.0793,99.977,4
0.593,0.354,0.7929999999999999,124.63,4
0.6920000000000001,0.624,0.487,132.89600000000002,4
0.561,0.0236,0.181,125.029,3
0.363,0.147,0.0378,84.486,4
0.655,0.606,0.765,110.061,4
0.802,0.7559999999999999,0.963,131.715,4
0.617,0.0934,0.745,77.76,4
0.243,0.988,0.2769999999999999,89.905,4
0.81,0.7070000000000001,0.741,120.27,4
0.27,0.0181,0.102,61.539,4
0.701,0.792,0.9,133.451,4
0.439,0.847,0.298,114.099,4
0.8290000000000001,0.627,0.733,100.047,4
0.6940000000000001,0.557,0.78,104.759,4
0.278,0.0775,0.408,163.52200000000002,3
0.6509999999999999,0.4039999999999999,0.285,144.003,4
0.72,0.802,0.723,124.043,4
0.546,0.372,0.247,123.952,4
0.7140000000000001,0.203,0.594,89.98899999999999,4
0.141,0.1369999999999999,0.0353,85.479,4
0.747,0.86,0.625,90.445,4
0.292,0.182,0.203,76.694,4
0.79,0.424,0.544,98.081,4
0.677,0.466,0.88,87.876,4
0.306,0.0127,0.215,168.623,4
0.648,0.846,0.815,160.075,4
0.879,0.626,0.968,110.864,4
0.5579999999999999,0.7190000000000001,0.483,158.031,4
0.591,0.031,0.5579999999999999,74.688,4
0.648,0.732,0.324,159.88,4
0.2239999999999999,0.24,0.0388,107.194,4
0.718,0.5760000000000001,0.8109999999999999,92.416,4
0.282,0.00549,0.119,63.006,4
0.126,0.0868,0.0305,85.743,4
0.701,0.6890000000000001,0.7090000000000001,102.91,4
0.322,0.205,0.432,121.824,3
0.508,0.487,0.376,153.471,4
0.687,0.613,0.706,84.012,4
0.8859999999999999,0.26,0.516,138.05200000000002,4
0.46,0.602,0.718,94.953,4
0.508,0.826,0.4039999999999999,120.854,4
0.482,0.682,0.3379999999999999,171.892,4
0.517,0.109,0.138,97.725,3
0.578,0.578,0.969,189.248,4
0.486,0.449,0.5489999999999999,100.456,4
0.491,0.506,0.244,130.185,4
0.447,0.0805,0.178,143.149,4
0.6759999999999999,0.746,0.675,142.035,4
0.8290000000000001,0.373,0.2289999999999999,90.21,4
0.742,0.888,0.6920000000000001,101.994,4
0.4379999999999999,0.281,0.377,137.398,3
0.725,0.434,0.957,179.93599999999998,4
0.58,0.498,0.111,116.271,4
0.768,0.8290000000000001,0.962,118.773,4
0.721,0.209,0.568,122.816,4
0.209,0.0219,0.0358,78.336,1
0.304,0.0432,0.166,173.301,4
0.639,0.539,0.735,94.893,4
0.18,0.0214,0.0599,65.848,3
0.564,0.684,0.653,100.116,4
0.51,0.759,0.237,91.123,4
0.936,0.85,0.965,117.023,4
0.488,0.341,0.142,120.93,4
0.36,0.527,0.247,132.639,4
0.871,0.605,0.757,114.038,4
0.647,0.491,0.7440000000000001,160.026,4
0.235,0.0706,0.0377,61.433,3
0.536,0.8140000000000001,0.7040000000000001,99.774,3
0.5710000000000001,0.505,0.276,99.562,4
0.539,0.56,0.727,116.498,3
0.52,0.586,0.476,104.087,4
0.5589999999999999,0.754,0.303,169.977,4
0.725,0.347,0.629,116.013,4
0.794,0.427,0.7509999999999999,105.732,4
0.63,0.0408,0.121,128.92600000000002,3
0.626,0.04,0.418,117.136,4
0.887,0.48,0.607,95.846,4
0.187,0.0405,0.0522,63.65,4
0.938,0.731,0.505,101.021,4
0.411,0.8009999999999999,0.0723,105.051,4
0.501,0.0921,0.175,139.14,4
0.411,0.0638,0.291,69.557,3
0.726,0.599,0.154,96.009,4
0.41,0.9,0.5579999999999999,176.96200000000002,4
0.556,0.561,0.518,73.544,4
0.176,0.103,0.038,77.862,1
0.498,0.432,0.365,135.015,3
0.308,0.4639999999999999,0.318,103.734,4
0.68,0.76,0.256,90.04,4
0.471,0.494,0.373,79.255,4
0.628,0.8140000000000001,0.107,125.016,4
0.254,0.0157,0.257,205.294,3
0.496,0.711,0.192,131.834,4
0.135,0.0385,0.0329,70.439,4
0.6709999999999999,0.878,0.967,128.904,4
0.633,0.2,0.495,114.208,4
0.3929999999999999,0.163,0.0969999999999999,134.85299999999998,4
0.532,0.418,0.366,139.91,4
0.384,0.0117,0.1669999999999999,100.713,3
0.407,0.417,0.335,157.06,4
0.285,0.613,0.456,161.775,4
0.1369999999999999,0.0308,0.0389,83.557,4
0.889,0.25,0.471,93.988,4
0.585,0.0359,0.135,135.002,3
0.517,0.47,0.25,75.982,4
0.122,0.238,0.218,86.55,4
0.626,0.36,0.434,169.919,4
0.52,0.494,0.474,90.975,4
0.1369999999999999,0.0704,0.0384,97.291,3
0.085,0.0181,0.0353,84.041,5
0.379,0.833,0.494,169.926,4
0.178,0.222,0.0332,73.39699999999999,3
0.7440000000000001,0.2319999999999999,0.445,90.01100000000001,4
0.746,0.726,0.841,119.982,1
0.511,0.93,0.8809999999999999,153.376,4
0.379,0.023,0.1639999999999999,75.609,4
0.569,0.63,0.201,133.849,4
0.856,0.301,0.5589999999999999,94.011,4
0.3829999999999999,0.21,0.0547,119.997,4
0.597,0.7290000000000001,0.882,75.149,4
0.264,0.436,0.507,172.3,4
0.455,0.929,0.484,89.78200000000001,4
0.916,0.703,0.846,130.02,4
0.7859999999999999,0.56,0.7020000000000001,173.97299999999998,4
0.409,0.916,0.12,147.171,4
0.3879999999999999,0.0212,0.215,92.012,4
0.0724,0.949,0.0137,176.93599999999998,4
0.602,0.348,0.309,77.01100000000001,4
0.114,0.309,0.032,98.801,4
0.211,0.0106,0.0394,67.363,4
0.73,0.356,0.266,88.01100000000001,4
0.547,0.718,0.868,137.97799999999998,4
0.7929999999999999,0.5720000000000001,0.825,88.96600000000001,4
0.7709999999999999,0.322,0.7509999999999999,79.997,4
0.764,0.6459999999999999,0.8859999999999999,116.115,4
0.516,0.7340000000000001,0.0386,75.012,4
0.183,0.308,0.0622,169.463,4
0.326,0.00998,0.0392,65.827,3
0.4629999999999999,0.0392,0.67,82.333,4
0.653,0.5770000000000001,0.358,113.108,4
0.614,0.715,0.231,117.956,4
0.115,1.0,1e-05,151.129,4
0.536,0.591,0.0725,158.009,4
0.5539999999999999,0.978,0.594,135.095,4
0.588,0.883,0.6940000000000001,107.004,3
0.5770000000000001,0.809,0.547,79.413,4
0.36,0.505,0.317,74.807,4
0.637,0.8109999999999999,0.552,112.053,4
0.742,0.491,0.449,149.984,4
0.485,0.038,0.134,80.737,3
0.3389999999999999,0.972,0.125,200.113,4
0.621,0.1989999999999999,0.178,128.905,4
0.364,0.0956,0.275,180.14,4
0.721,0.337,0.39,170.053,4
0.4429999999999999,0.5820000000000001,0.382,81.831,4
0.865,0.69,0.6829999999999999,114.1,4
0.743,0.74,0.8320000000000001,150.061,4
0.155,0.1009999999999999,0.0271,139.744,4
0.259,0.127,0.0726,100.195,4
0.384,0.0117,0.1669999999999999,100.713,3
0.0865,0.0431,0.0388,71.248,4
0.843,0.675,0.964,76.956,4
0.401,0.173,0.149,79.643,4
0.81,0.268,0.625,99.686,4
0.489,0.423,0.98,202.082,4
0.8340000000000001,0.738,0.6559999999999999,89.99,4
0.757,0.537,0.928,80.031,4
0.114,0.0178,0.0769,74.44800000000001,4
0.596,0.327,0.65,102.198,4
0.133,0.953,0.158,89.829,4
0.473,0.316,0.278,133.696,4
0.5529999999999999,0.24,0.1639999999999999,128.986,3
0.7979999999999999,0.62,0.235,120.031,4
0.765,0.1689999999999999,0.58,139.905,4
0.0809,0.129,0.0347,83.93799999999999,4
0.162,0.0167,0.0376,130.542,3
0.8170000000000001,0.3989999999999999,0.561,139.939,4
0.293,0.00502,0.0519,128.92700000000002,1
0.6409999999999999,0.324,0.273,110.184,4
0.762,0.7,0.608,116.073,4
0.569,0.41,0.143,125.902,4
0.325,0.315,0.252,169.847,3
0.722,0.922,0.297,125.07,4
0.217,0.0693,0.0782,64.241,3
0.43,0.7040000000000001,0.703,118.242,4
0.18,0.0311,0.138,160.009,4
0.55,0.208,0.04,108.918,4
0.3989999999999999,0.955,0.152,95.498,4
0.7120000000000001,0.748,0.845,122.22,4
0.424,0.0421,0.379,92.404,3
0.637,0.544,0.7020000000000001,91.783,4
0.467,0.7609999999999999,0.257,145.241,4
0.425,0.957,0.599,171.95,4
0.5479999999999999,0.161,0.309,80.069,4
0.4,0.2189999999999999,0.238,127.185,3
0.636,0.674,0.8140000000000001,82.985,4
0.3989999999999999,0.0385,0.179,168.72099999999998,3
0.6890000000000001,0.795,0.513,126.082,4
0.078,0.4629999999999999,0.0239,84.48899999999999,4
0.5589999999999999,0.594,0.19,94.975,4
0.7120000000000001,0.225,0.41,112.98,4
0.15,0.00133,0.0369,135.636,3
0.519,0.0122,0.359,113.745,3
0.55,0.6659999999999999,0.487,87.041,4
0.489,0.955,0.815,129.352,4
0.546,0.979,0.18,120.028,4
0.296,0.0179,0.0727,73.942,4
0.4479999999999999,0.7190000000000001,0.449,91.818,4
0.397,0.2689999999999999,0.0514,116.938,4
0.593,0.187,0.345,131.032,3
0.725,0.4379999999999999,0.76,83.984,4
0.8109999999999999,0.5870000000000001,0.758,110.027,4
0.639,0.923,0.7609999999999999,97.874,4
0.405,0.8440000000000001,0.0654,119.995,4
0.183,0.193,0.225,79.938,4
0.162,0.00719,0.0551,77.407,4
0.191,0.13,0.0359,140.828,5
0.4579999999999999,0.0273,0.3379999999999999,69.283,4
0.7809999999999999,0.295,0.4479999999999999,119.979,4
0.401,0.0419,0.372,120.66,3
0.467,0.4379999999999999,0.45,89.919,4
0.903,0.469,0.523,126.024,3
0.503,0.4379999999999999,0.477,77.59,4
0.721,0.6809999999999999,0.495,144.349,4
0.752,0.733,0.529,135.957,4
0.8079999999999999,0.535,0.848,114.031,4
0.1939999999999999,0.0958,0.0742,78.342,4
0.782,0.685,0.603,118.016,4
0.602,0.609,0.337,93.06,4
0.816,0.726,0.65,136.048,4
0.5660000000000001,0.664,0.437,128.945,4
0.731,0.857,0.691,95.879,4
0.377,0.132,0.282,84.883,4
0.611,0.5479999999999999,0.5529999999999999,97.899,4
0.715,0.6579999999999999,0.835,157.488,3
0.655,0.736,0.8909999999999999,87.01799999999999,4
0.902,0.411,0.667,84.07,4
0.143,0.00439,0.1159999999999999,73.055,4
0.536,0.8079999999999999,0.6779999999999999,122.408,4
0.633,0.368,0.345,105.044,1
0.368,0.5870000000000001,0.391,143.687,4
0.5329999999999999,0.0492,0.166,96.842,4
0.73,0.65,0.951,102.017,4
0.795,0.18,0.611,94.02,4
0.784,0.905,0.925,92.526,4
0.461,0.604,0.794,93.849,4
0.5670000000000001,0.619,0.3879999999999999,137.129,4
0.473,0.5429999999999999,0.352,143.965,4
0.5920000000000001,0.502,0.289,164.685,4
0.626,0.601,0.181,120.046,4
0.562,0.605,0.433,98.017,4
0.754,0.913,0.517,128.003,4
0.252,0.0117,0.252,71.929,4
0.6890000000000001,0.521,0.178,95.055,4
0.24,0.0394,0.251,82.29700000000001,3
0.427,0.843,0.304,147.387,3
0.738,0.8220000000000001,0.72,99.943,4
0.371,0.966,0.4579999999999999,143.27100000000002,4
0.77,0.246,0.283,96.01,4
0.802,0.421,0.649,130.07399999999998,4
0.251,0.2339999999999999,0.1889999999999999,76.959,4
0.17,0.89,0.233,178.46400000000003,4
0.0644,0.0435,0.0493,59.094,4
0.105,0.104,0.0317,86.801,3
0.145,0.0576,0.0314,137.82399999999998,1
0.6659999999999999,0.737,0.478,98.001,4
0.485,0.7390000000000001,0.54,147.804,4
0.4679999999999999,0.193,0.193,87.99,4
0.507,0.7240000000000001,0.581,77.48899999999999,4
0.782,0.8270000000000001,0.498,104.032,4
0.664,0.825,0.8009999999999999,140.024,4
0.268,0.0516,0.0374,172.42700000000002,3
0.324,0.976,0.4629999999999999,166.93900000000002,4
0.424,0.0577,0.11,114.351,4
0.698,0.72,0.3929999999999999,170.106,4
0.466,0.593,0.163,110.172,4
0.607,0.281,0.414,151.986,4
0.182,0.179,0.0374,81.03699999999999,4
0.7040000000000001,0.214,0.541,120.02,4
0.581,0.39,0.4529999999999999,79.945,4
0.4679999999999999,0.0282,0.3289999999999999,95.767,3
0.541,0.45,0.33,91.927,4
0.638,0.851,0.499,184.884,4
0.682,0.153,0.42,143.864,4
0.405,0.0289,0.133,157.216,4
0.532,0.7829999999999999,0.643,124.08,4
0.449,0.952,0.6459999999999999,123.472,4
0.629,0.795,0.6,110.583,3
0.195,0.111,0.0474,109.47,4
0.74,0.923,0.93,128.871,4
0.281,0.0070599999999999,0.125,75.297,4
0.768,0.627,0.774,130.061,4
0.3939999999999999,0.1939999999999999,0.185,119.55,4
0.62,0.935,0.386,145.963,4
0.648,0.947,0.602,113.255,4
0.5920000000000001,0.977,0.496,126.178,4
0.271,0.92,0.36,83.766,4
0.584,0.621,0.634,92.003,4
0.504,0.0574,0.0557,124.024,4
0.852,0.7909999999999999,0.955,109.976,4
0.494,0.95,0.15,115.087,4
0.357,0.00196,0.253,97.628,4
0.71,0.989,0.285,127.982,4
0.894,0.7909999999999999,0.583,105.018,4
0.415,0.618,0.319,81.915,5
0.401,0.0419,0.372,120.66,3
0.475,0.818,0.311,160.032,4
0.69,0.873,0.599,114.03,4
0.488,0.4429999999999999,0.564,152.234,4
0.361,0.0156,0.0717,123.646,5
0.376,0.268,0.337,119.231,4
0.7709999999999999,0.1689999999999999,0.133,179.77200000000002,4
0.775,0.861,0.964,98.649,4
0.0652,0.00656,0.0969999999999999,64.789,3
0.262,0.0569,0.351,177.27700000000002,4
0.275,0.0289999999999999,0.244,92.59,4
0.636,0.5660000000000001,0.425,151.894,4
0.409,0.00926,0.176,73.085,4
0.42,0.156,0.133,134.623,4
0.6559999999999999,0.308,0.3339999999999999,74.99600000000001,4
0.639,0.569,0.616,142.967,4
0.299,0.0319,0.0975,105.922,4
0.7859999999999999,0.321,0.466,142.56799999999998,3
0.64,0.275,0.33,87.991,4
0.424,0.0577,0.11,114.351,4
0.629,0.6920000000000001,0.498,129.98,4
0.188,0.0521,0.0686,125.401,4
0.848,0.768,0.777,118.961,4
0.606,0.799,0.638,103.014,4
0.843,0.893,0.649,116.302,4
0.634,0.838,0.541,95.011,4
0.625,0.752,0.172,126.047,4
0.863,0.303,0.919,111.944,4
0.698,0.722,0.7759999999999999,114.847,4
0.287,0.1169999999999999,0.0423,110.992,3
0.747,0.897,0.177,126.036,4
0.8059999999999999,0.833,0.918,96.717,4
0.0,0.7859999999999999,0.0,0.0,0
0.496,0.5770000000000001,0.381,143.014,4
0.485,0.361,0.6559999999999999,177.18900000000002,5
0.6859999999999999,0.718,0.557,115.026,4
0.397,0.0233,0.184,130.02,5
0.74,0.835,0.535,123.024,4
0.759,0.774,0.835,137.991,4
0.485,0.482,0.665,172.855,3
0.303,0.0372,0.038,72.14699999999999,5
0.634,0.838,0.541,95.011,4
0.204,0.0829,0.0469,86.135,4
0.401,0.185,0.0473,175.949,3
0.609,0.637,0.5710000000000001,171.745,4
0.636,0.401,0.545,104.45,4
0.6609999999999999,0.843,0.757,128.001,4
0.534,0.589,0.632,78.616,4
0.418,0.525,0.421,86.875,4
0.2319999999999999,0.0149,0.238,215.866,4
0.7859999999999999,0.7859999999999999,0.573,99.982,4
0.649,0.178,0.52,115.154,4
0.5820000000000001,0.33,0.407,111.873,4
0.799,0.8320000000000001,0.745,129.99200000000002,4
0.65,0.138,0.331,80.699,4
0.7290000000000001,0.816,0.962,127.053,4
0.416,0.634,0.785,167.267,4
0.738,0.466,0.792,92.6,4
0.637,0.7490000000000001,0.3339999999999999,99.973,4
0.309,0.104,0.0779,50.32899999999999,4
0.8109999999999999,0.7609999999999999,0.74,117.983,4
0.529,0.67,0.286,141.893,4
0.134,0.00458,0.0863,175.166,4
0.596,0.633,0.65,155.936,4
0.491,0.885,0.6409999999999999,166.99200000000002,4
0.765,0.499,0.243,160.084,4
0.429,0.00415,0.4039999999999999,129.227,4
0.8220000000000001,0.579,0.787,85.9,4
0.185,0.943,0.000573,102.591,1
0.856,0.866,0.638,116.005,4
0.71,0.2019999999999999,0.52,83.29799999999999,4
0.8140000000000001,0.447,0.251,82.008,4
0.769,0.349,0.2,79.997,4
0.552,0.526,0.742,101.7,4
0.478,0.7340000000000001,0.555,164.825,3
0.7440000000000001,0.7190000000000001,0.86,143.07299999999998,4
0.537,0.509,0.547,64.014,4
0.377,0.975,0.311,163.168,4
0.608,0.392,0.41,109.962,4
0.305,0.264,0.208,172.984,4
0.477,0.0333,0.2019999999999999,79.639,1
