Store_Ratio,Basket_Ratio,Score_4,popularity
0.28,0.735,108.815,4
0.838,0.251,107.972,4
0.203,0.0723,93.777,4
0.74,0.415,136.029,4
0.578,0.15,135.33100000000002,4
0.757,0.565,122.0,4
0.521,0.802,84.507,4
0.515,0.0143,122.552,3
0.789,0.38,92.028,4
0.631,0.00579,79.681,4
0.535,0.382,130.197,4
0.605,0.302,136.993,4
0.444,0.109,73.094,3
0.8079999999999999,0.7709999999999999,91.046,4
0.677,0.682,106.279,4
0.413,0.128,106.804,4
0.542,0.387,128.792,4
0.493,0.01,69.47,3
0.764,0.752,100.066,4
0.773,0.6559999999999999,119.754,4
0.5920000000000001,0.0493,73.725,4
0.455,0.022,74.668,4
0.6990000000000001,0.0418,105.03,4
0.722,0.609,123.944,4
0.512,0.462,112.05,4
0.183,0.0225,70.547,4
0.61,0.6990000000000001,89.985,4
0.389,0.1,133.839,4
0.436,0.244,145.42,4
0.397,0.0233,130.02,5
0.568,0.745,139.99200000000002,4
0.898,0.46,120.014,4
0.413,0.0905,122.064,3
0.206,0.361,60.056,4
0.8009999999999999,0.985,127.99,4
0.133,0.0978,173.267,4
0.715,0.812,128.04,4
0.405,0.439,134.21200000000002,4
0.4,0.155,131.04,4
0.155,0.0327,135.575,5
0.6679999999999999,0.6859999999999999,116.029,4
0.653,0.737,124.998,4
0.25,0.135,94.404,4
0.427,0.63,115.389,3
0.588,0.419,86.887,4
0.14,0.0219,73.396,1
0.408,0.239,151.622,3
0.672,0.0231,53.541,4
0.331,0.253,123.693,4
0.0755,0.136,64.844,4
0.585,0.782,121.908,4
0.487,0.0746,106.328,4
0.644,0.644,98.746,4
0.447,0.477,116.183,4
0.607,0.649,121.367,4
0.18,0.0276,123.454,3
0.5660000000000001,0.4379999999999999,117.127,4
0.4029999999999999,0.56,155.701,4
0.6409999999999999,0.28,168.06400000000002,4
0.43,0.531,89.90100000000001,4
0.967,0.738,118.975,4
0.677,0.799,120.027,4
0.675,0.445,89.98,4
0.389,0.889,171.12099999999998,4
0.636,0.758,97.025,4
0.455,0.479,188.482,4
0.579,0.868,170.19799999999998,4
0.622,0.971,139.976,4
0.5870000000000001,0.423,105.011,4
0.695,0.945,125.013,4
0.357,0.305,82.141,4
0.114,0.192,76.514,3
0.0661,0.0186,70.273,4
0.38,0.00402,128.238,4
0.488,0.327,175.945,4
0.504,0.74,143.988,4
0.753,0.556,127.003,4
0.584,0.465,95.969,4
0.531,0.747,93.559,4
0.828,0.523,117.315,4
0.6559999999999999,0.5660000000000001,104.816,4
0.556,0.655,183.981,4
0.373,0.51,165.021,4
0.746,0.611,149.967,4
0.317,0.00525,74.923,4
0.68,0.256,91.752,4
0.909,0.449,95.001,4
0.22,0.0485,97.025,4
0.327,0.192,73.163,4
0.701,0.425,135.128,4
0.419,0.00826,71.484,3
0.7859999999999999,0.866,95.042,4
0.79,0.7290000000000001,159.989,4
0.652,0.3829999999999999,145.765,4
0.583,0.2319999999999999,113.491,4
0.628,0.7,81.935,4
0.631,0.851,104.98,4
0.6509999999999999,0.346,80.023,4
0.495,0.974,150.013,4
0.648,0.68,172.00400000000002,4
0.492,0.823,94.342,4
0.83,0.45,109.95,4
0.5479999999999999,0.00273,128.993,4
0.451,0.11,98.961,4
0.565,0.0070799999999999,52.293,1
0.283,0.0506,107.821,4
0.613,0.0549,86.54899999999999,4
0.8270000000000001,0.3929999999999999,120.035,4
0.535,0.408,121.961,3
0.545,0.485,80.40100000000001,4
0.3979999999999999,0.185,82.055,1
0.536,0.768,77.217,4
0.866,0.807,126.04,4
0.848,0.838,97.735,4
0.862,0.506,100.529,3
0.85,0.652,123.013,4
0.7659999999999999,0.8390000000000001,134.061,4
0.618,0.64,140.02200000000002,4
0.456,0.726,170.114,4
0.679,0.8440000000000001,99.633,4
0.908,0.621,150.011,4
0.248,0.0274,68.533,3
0.825,0.652,95.977,4
0.845,0.7979999999999999,89.95200000000001,3
0.76,0.8009999999999999,109.919,4
0.487,0.257,92.003,4
0.613,0.614,97.989,4
0.4029999999999999,0.422,122.728,4
0.503,0.741,88.335,3
0.382,0.069,68.649,4
0.628,0.345,99.991,4
0.635,0.718,125.97,4
0.762,0.64,121.482,4
0.6559999999999999,0.21,141.155,4
0.0636,0.184,77.531,3
0.12,0.479,72.822,3
0.5539999999999999,0.932,126.006,4
0.395,0.015,122.789,3
0.838,0.376,114.055,4
0.608,0.281,125.906,4
0.764,0.964,144.816,4
0.501,0.135,111.813,4
0.8270000000000001,0.5670000000000001,137.933,4
0.455,0.539,189.161,4
0.53,0.655,140.109,4
0.81,0.536,97.311,4
0.95,0.8029999999999999,117.0,4
0.7879999999999999,0.87,109.974,4
0.267,0.0462,184.017,4
0.384,0.366,138.134,4
0.654,0.933,122.048,4
0.435,0.153,182.647,4
0.593,0.597,85.057,4
0.581,0.163,124.204,3
0.395,0.774,91.578,4
0.375,0.0229,178.953,4
0.204,0.00988,69.683,3
0.146,0.126,51.607,4
0.35,0.645,126.021,4
0.306,0.995,127.908,4
0.752,0.561,94.014,4
0.444,0.0515,140.64,4
0.667,0.7959999999999999,172.09099999999998,4
0.366,0.2689999999999999,86.57700000000001,4
0.778,0.613,121.028,4
0.4629999999999999,0.00646,139.148,1
0.518,0.62,98.747,4
0.753,0.3,172.053,4
0.711,0.684,175.886,4
0.535,0.0636,124.251,4
0.395,0.0563,173.52900000000002,4
0.653,0.391,73.012,4
0.1889999999999999,0.0755,69.809,3
0.733,0.718,122.993,4
0.5379999999999999,0.752,139.984,4
0.395,0.174,73.773,3
0.8759999999999999,0.878,130.006,4
0.625,0.71,183.975,4
0.225,0.0093,78.884,3
0.779,0.263,69.986,4
0.4039999999999999,0.852,174.31900000000002,4
0.693,0.74,144.855,4
0.585,0.826,119.965,4
0.5660000000000001,0.909,121.966,4
0.76,0.532,140.079,4
0.6809999999999999,0.813,122.018,4
0.718,0.706,170.00400000000002,4
0.828,0.792,130.204,4
0.51,0.721,90.314,4
0.185,0.7170000000000001,78.056,4
0.715,0.86,149.99,4
0.5529999999999999,0.0318,114.774,4
0.574,0.351,80.578,4
0.532,0.317,140.671,3
0.474,0.5579999999999999,151.221,4
0.299,0.0927,94.891,4
0.6920000000000001,0.0947,112.947,4
0.37,0.0209,78.378,4
0.688,0.509,114.965,4
0.825,0.77,116.292,4
0.455,0.976,137.895,4
0.0962,0.0541,174.739,3
0.708,0.893,100.031,4
0.8059999999999999,0.5579999999999999,95.016,4
0.3989999999999999,0.665,129.745,4
0.507,0.254,89.949,1
0.55,0.872,142.039,4
0.2789999999999999,0.0331,98.321,4
0.757,0.4629999999999999,80.425,4
0.708,0.913,135.016,4
0.866,0.563,127.954,4
0.85,0.677,110.014,4
0.85,0.5,160.02,4
0.813,0.557,83.012,4
0.5489999999999999,0.461,77.94,4
0.8029999999999999,0.898,118.994,4
0.2739999999999999,0.351,59.043,4
0.593,0.5539999999999999,160.054,4
0.0893,0.0817,85.57700000000001,3
0.667,0.415,87.28399999999999,4
0.209,0.00299,66.685,3
0.478,0.0901,82.946,3
0.583,0.8540000000000001,143.095,4
0.128,0.991,186.124,4
0.687,0.0712,58.006,4
0.321,0.429,123.419,4
0.517,0.7290000000000001,155.07399999999998,4
0.173,0.0785,87.241,4
0.725,0.763,83.495,4
0.607,0.82,126.988,4
0.669,0.895,124.975,4
0.575,0.731,125.44,4
0.748,0.736,160.046,4
0.39,0.00389,70.348,4
0.281,0.0858,130.368,4
0.57,0.186,76.45,4
0.627,0.936,101.009,4
0.541,0.1989999999999999,131.116,3
0.5379999999999999,0.0148,70.82600000000001,3
0.5720000000000001,0.385,95.799,4
0.348,0.534,80.579,3
0.588,0.7909999999999999,94.933,4
0.585,0.633,75.99,4
0.512,0.113,131.571,4
0.409,0.939,127.883,4
0.757,0.917,93.993,4
0.701,0.805,171.797,4
0.492,0.353,157.845,4
0.544,0.7390000000000001,118.287,4
0.589,0.0284,150.12,3
0.599,0.7290000000000001,133.40200000000002,4
0.462,0.24,171.31900000000002,4
0.716,0.682,95.283,4
0.0704,1.0,78.249,4
0.177,0.225,68.095,3
0.481,0.174,85.34,4
0.805,0.904,126.0,4
0.598,0.954,143.976,4
0.3879999999999999,0.327,180.02700000000002,4
0.258,0.13,86.884,4
0.69,0.311,167.99200000000002,4
0.466,0.8690000000000001,126.113,4
0.573,0.929,97.57,4
0.424,0.901,149.35399999999998,4
0.513,0.312,101.023,4
0.2,0.1889999999999999,140.192,3
0.551,0.696,112.024,4
0.511,0.795,129.855,4
0.466,0.382,90.98,3
0.386,0.916,135.642,4
0.52,0.903,74.988,4
0.6809999999999999,0.308,172.116,4
0.679,0.0698,68.78,3
0.47,0.1169999999999999,179.706,4
0.542,0.48,136.001,4
0.6659999999999999,0.583,100.058,4
0.639,0.914,94.823,4
0.755,0.522,89.96,4
0.7240000000000001,0.804,119.99,4
0.222,0.0449,201.55900000000003,4
0.677,0.6709999999999999,137.046,4
0.5770000000000001,0.295,87.225,4
0.417,0.26,78.014,4
0.906,0.413,130.039,4
0.674,0.6779999999999999,89.88,4
0.41,0.478,80.363,4
0.546,0.741,134.019,4
0.422,0.264,119.93,4
0.412,0.0475,129.572,4
0.667,0.3829999999999999,128.974,4
0.6659999999999999,0.855,144.912,4
0.246,0.00592,65.342,5
0.84,0.6990000000000001,95.003,4
0.379,0.0295,163.392,4
0.6920000000000001,0.0482,68.359,3
0.66,0.805,103.008,4
0.738,0.575,102.17,4
0.413,0.0433,62.834,4
0.598,0.483,130.66299999999998,4
0.331,0.000585,76.873,4
0.245,0.287,80.23899999999999,4
0.685,0.476,142.411,3
0.738,0.85,98.013,4
0.7490000000000001,0.748,137.547,4
0.55,0.3339999999999999,72.235,4
0.6459999999999999,0.77,99.165,4
0.799,0.848,133.987,4
0.703,0.402,82.04899999999999,4
0.518,0.241,96.927,4
0.672,0.72,118.731,4
0.247,0.496,82.00399999999999,4
0.386,0.131,70.52199999999999,4
0.69,0.183,79.63600000000001,4
0.574,0.2789999999999999,169.96400000000003,4
0.5579999999999999,0.889,170.102,4
0.57,0.118,110.968,4
0.133,0.188,71.217,4
0.5489999999999999,0.903,150.009,4
0.703,0.43,117.997,4
0.546,0.813,120.115,4
0.425,0.6809999999999999,131.011,4
0.564,0.547,103.285,4
0.688,0.473,84.958,4
0.351,0.0158,63.542,4
0.6609999999999999,0.165,77.949,4
0.273,0.457,169.64700000000002,4
0.241,0.0374,79.078,1
0.319,0.24,72.45,3
0.489,0.595,144.859,3
0.148,0.00571,138.736,4
0.5589999999999999,0.172,77.025,4
0.74,0.516,139.918,4
0.6679999999999999,0.297,84.99,3
0.514,0.391,97.891,1
0.578,0.897,115.491,4
0.735,0.7120000000000001,131.938,4
0.425,0.936,158.046,4
0.746,0.427,81.976,4
0.667,0.941,173.875,4
0.7290000000000001,0.31,111.007,4
0.235,0.142,79.46600000000001,4
0.588,0.0891,66.001,3
0.693,0.738,115.025,4
0.792,0.723,129.999,4
0.684,0.416,80.204,4
0.6809999999999999,0.912,125.031,4
0.6890000000000001,0.831,136.99,4
0.653,0.322,77.512,4
0.654,0.69,164.924,4
0.256,0.13,90.353,4
0.371,0.301,113.372,5
0.435,0.00264,48.54,4
0.544,0.581,105.241,4
0.168,0.978,113.476,4
0.7759999999999999,0.851,134.985,4
0.619,0.589,143.89600000000002,4
0.8370000000000001,0.768,140.07299999999998,4
0.166,0.0997,87.512,4
0.578,0.922,118.701,4
0.5660000000000001,0.769,159.651,4
0.41,0.8029999999999999,153.315,4
0.653,0.667,104.181,4
0.7959999999999999,0.551,89.979,4
0.561,0.643,129.445,4
0.66,0.816,111.346,4
0.3829999999999999,0.883,123.9,4
0.8490000000000001,0.703,128.02100000000002,4
0.235,0.911,85.42299999999999,4
0.107,0.0125,90.673,3
0.622,0.679,149.966,3
0.6890000000000001,0.614,141.97,4
0.3979999999999999,0.743,175.653,3
0.168,0.326,174.794,3
0.711,0.7609999999999999,160.738,4
0.488,0.879,86.986,4
0.5479999999999999,0.6729999999999999,81.947,4
0.6729999999999999,0.8859999999999999,97.012,4
0.307,0.606,78.828,4
0.754,0.764,81.824,4
0.42,0.929,127.204,4
0.6579999999999999,0.877,105.586,4
0.688,0.716,116.912,3
0.36,0.143,104.422,3
0.253,0.105,90.514,4
0.649,0.966,129.969,4
0.6629999999999999,0.8690000000000001,120.015,4
0.309,0.00262,66.238,4
0.603,0.906,101.022,4
0.384,0.4579999999999999,176.52700000000002,4
0.527,0.0896,152.111,3
0.162,0.289,87.58200000000001,4
0.555,0.665,75.008,4
0.552,0.935,74.954,4
0.314,0.315,171.43900000000002,4
0.72,0.672,124.986,4
0.575,0.423,176.03099999999998,4
0.593,0.7909999999999999,112.295,4
0.6609999999999999,0.75,130.077,4
0.736,0.54,138.023,4
0.2239999999999999,0.0444,86.774,3
0.462,0.442,149.725,4
0.573,0.7859999999999999,110.289,4
0.653,0.809,92.213,4
0.5710000000000001,0.69,124.032,4
0.308,0.00881,65.689,4
0.0923,0.911,88.43,4
0.693,0.623,91.977,4
0.138,0.997,139.691,4
0.532,0.969,106.001,4
0.375,0.0668,132.733,3
0.147,0.0598,138.231,3
0.693,0.6829999999999999,118.388,4
0.741,0.726,140.003,4
0.7509999999999999,0.49,105.407,4
0.7240000000000001,0.223,81.036,4
0.644,0.00496,66.008,4
0.74,0.889,142.058,4
0.2269999999999999,0.2269999999999999,66.28699999999999,4
0.5760000000000001,0.186,115.036,4
0.481,0.452,78.68,4
0.147,0.149,80.829,4
0.777,0.6579999999999999,110.048,4
0.456,0.4589999999999999,120.009,3
0.654,0.918,163.077,4
0.7979999999999999,0.604,129.915,4
0.345,0.0799,80.307,4
0.489,0.927,177.354,4
0.5429999999999999,0.429,115.037,4
0.779,0.575,101.92,4
0.517,0.47,75.982,4
0.621,0.901,113.967,4
0.7879999999999999,0.594,85.993,4
0.146,0.198,79.937,4
0.324,0.0413,129.69899999999998,3
0.498,0.858,132.718,4
0.409,0.0462,97.755,4
0.584,0.767,127.964,4
0.883,0.95,139.02200000000002,4
0.589,0.797,102.489,4
0.948,0.239,129.998,4
0.563,0.79,132.999,4
0.528,0.42,75.329,4
0.665,0.6859999999999999,96.848,3
0.557,0.821,122.654,4
0.51,0.149,76.695,5
0.78,0.721,178.03599999999997,4
0.186,0.271,115.896,4
0.757,0.1889999999999999,144.16,4
0.604,0.612,102.969,4
0.6679999999999999,0.73,92.049,4
0.6990000000000001,0.688,154.94299999999998,4
0.705,0.419,128.909,4
0.784,0.8009999999999999,117.999,4
0.4,0.813,160.533,4
0.465,0.4029999999999999,79.78699999999999,4
0.4,0.795,190.097,4
0.716,0.762,128.062,4
0.775,0.7290000000000001,104.719,4
0.6,0.8759999999999999,89.91,4
0.601,0.777,119.963,4
0.966,0.457,111.858,4
0.522,0.659,141.996,4
0.178,0.0405,63.966,3
0.831,0.2689999999999999,160.09,5
0.645,0.598,105.929,4
0.542,0.905,153.398,4
0.8590000000000001,0.434,95.005,4
0.65,0.6629999999999999,109.415,4
0.635,0.647,104.054,4
0.588,0.5429999999999999,135.95,4
0.54,0.7340000000000001,123.877,4
0.272,0.457,169.69099999999997,4
0.119,0.0374,85.846,4
0.6809999999999999,0.509,120.046,4
0.6,0.81,109.744,4
0.755,0.711,103.986,4
0.884,0.733,125.074,4
0.7020000000000001,0.482,129.968,3
0.597,0.346,118.704,4
0.599,0.7709999999999999,127.98,4
0.56,0.875,141.661,4
0.4429999999999999,0.369,174.107,3
0.0794,0.999,83.41,1
0.355,0.00344,160.063,3
0.633,0.612,141.084,4
0.517,0.2289999999999999,60.87,4
0.529,0.356,120.146,4
0.242,0.988,87.743,3
0.345,0.89,137.97299999999998,4
0.8859999999999999,0.491,93.236,4
0.42,0.00801,93.685,4
0.838,0.713,96.988,4
0.579,0.3979999999999999,109.883,4
0.5720000000000001,0.599,97.558,3
0.291,0.253,81.805,4
0.278,0.0589,78.101,3
0.8109999999999999,0.82,100.965,4
0.481,0.526,134.519,5
0.268,0.016,81.92,5
0.63,0.419,179.977,4
0.654,0.63,89.991,4
0.252,0.282,71.668,4
0.695,0.416,142.50799999999998,3
0.243,0.243,75.234,4
0.574,0.629,153.119,4
0.301,0.0903,90.072,4
0.5579999999999999,0.866,135.175,4
0.49,0.605,156.066,3
0.5670000000000001,0.0057399999999999,69.875,3
0.34,0.569,81.137,4
0.491,0.583,150.572,4
0.58,0.745,150.10299999999998,4
0.696,0.193,76.55,4
0.5720000000000001,0.0148,211.692,4
0.684,0.91,170.09099999999998,4
0.623,0.908,155.966,4
0.513,0.0167,63.716,4
0.598,0.332,112.68,4
0.483,0.0207,74.789,3
0.74,0.5660000000000001,156.197,4
0.764,0.32,91.019,4
0.648,0.294,159.865,4
0.813,0.9,141.938,4
0.614,0.809,112.023,4
0.569,0.0668,154.799,4
0.782,0.7809999999999999,140.054,4
0.483,0.5589999999999999,187.497,4
0.432,0.665,160.227,3
0.3939999999999999,0.8009999999999999,141.55100000000002,4
0.503,0.64,178.138,4
0.5329999999999999,0.407,90.134,4
0.764,0.899,129.296,4
0.465,0.0289,99.873,3
0.546,0.278,140.126,3
0.7090000000000001,0.8240000000000001,118.818,4
0.324,0.0379,120.169,4
0.451,0.963,119.055,4
0.64,0.649,124.825,4
0.6970000000000001,0.713,99.964,4
0.606,0.682,104.84,4
0.0684,0.252,79.95100000000001,1
0.708,0.186,72.541,4
0.6859999999999999,0.379,100.032,4
0.755,0.609,99.936,4
0.6809999999999999,0.902,83.819,4
0.8420000000000001,0.718,89.944,4
0.356,0.995,183.979,4
0.595,0.4639999999999999,148.037,4
0.506,0.5429999999999999,199.975,3
0.868,0.449,106.852,4
0.562,0.379,171.84799999999998,4
0.297,0.123,101.983,4
0.28,0.89,93.954,3
0.7509999999999999,0.5710000000000001,78.99600000000001,4
0.451,0.3929999999999999,39.901,4
0.736,0.706,123.047,4
0.62,0.289,121.748,4
0.6,0.486,96.342,4
0.672,0.655,134.945,4
0.735,0.6890000000000001,77.726,4
0.223,0.00266,64.528,5
0.354,0.121,134.917,4
0.529,0.767,87.462,4
0.344,0.0562,88.171,4
0.218,0.32,135.901,5
0.222,0.0674,42.791,3
0.273,0.00573,91.621,3
0.665,0.449,169.637,4
0.439,0.238,122.308,4
0.342,0.442,93.126,3
0.653,0.3339999999999999,81.05199999999999,4
0.657,0.685,96.458,4
0.957,0.602,119.992,4
0.597,0.6459999999999999,126.951,4
0.491,0.374,183.118,4
0.523,0.0833,112.493,4
0.457,0.884,151.747,4
0.7140000000000001,0.585,96.035,4
0.609,0.471,109.295,3
0.6659999999999999,0.7020000000000001,155.894,4
0.515,0.7659999999999999,112.457,3
0.1989999999999999,0.955,184.916,4
0.7979999999999999,0.6990000000000001,121.996,4
0.5579999999999999,0.0651,135.563,4
0.967,0.455,120.006,4
0.12,0.0585,78.66199999999999,5
0.384,0.0117,100.713,3
0.309,0.085,205.094,4
0.625,0.767,179.96400000000003,4
0.696,0.49,125.451,4
0.514,0.409,137.358,3
0.8220000000000001,0.8540000000000001,111.301,4
0.2769999999999999,0.216,76.469,4
0.565,0.358,90.899,4
0.662,0.852,183.887,4
0.522,0.629,81.999,4
0.6890000000000001,0.521,95.055,4
0.7909999999999999,0.733,159.974,4
0.482,0.0146,59.414,4
0.813,0.7290000000000001,120.003,4
0.583,0.7859999999999999,123.055,4
0.688,0.441,140.026,3
0.672,0.642,121.981,4
0.8290000000000001,0.2789999999999999,92.033,4
0.6709999999999999,0.6559999999999999,172.137,4
0.857,0.621,97.989,4
0.544,0.5770000000000001,83.47200000000001,4
0.456,0.419,146.148,4
0.615,0.142,136.589,4
0.445,0.159,68.868,4
0.662,0.574,109.085,4
0.385,0.00522,114.295,4
0.518,0.777,171.925,4
0.745,0.757,123.962,4
0.585,0.556,142.144,4
0.6609999999999999,0.762,107.017,4
0.816,0.123,120.143,4
0.6779999999999999,0.556,85.15799999999999,4
0.613,0.622,80.003,4
0.5589999999999999,0.195,142.0,4
0.3379999999999999,0.0124,180.03099999999998,4
0.6990000000000001,0.841,137.38,4
0.731,0.804,113.213,4
0.659,0.489,110.005,4
0.516,0.858,155.082,4
0.62,0.502,119.959,4
0.369,0.00543,70.663,4
0.6859999999999999,0.7290000000000001,123.546,4
0.389,0.00546,62.515,4
0.784,0.773,124.032,4
0.5489999999999999,0.275,132.14700000000002,4
0.695,0.7879999999999999,124.965,4
0.687,0.519,94.887,4
0.516,0.75,179.343,4
0.396,0.0181,129.868,4
0.0906,0.016,166.24400000000003,4
0.604,0.961,164.847,4
0.805,0.853,128.006,4
0.174,0.0089,71.944,3
0.6659999999999999,0.644,115.1,4
0.7020000000000001,0.825,102.977,4
0.73,0.288,102.991,4
0.211,0.0832,99.34,3
0.64,0.889,99.931,4
0.1989999999999999,0.0935,78.80199999999999,4
0.1689999999999999,0.0171,126.739,3
0.72,0.289,80.046,4
0.752,0.898,150.201,4
0.794,0.8109999999999999,116.047,4
0.883,0.669,123.988,4
0.262,0.606,189.857,4
0.284,0.0708,106.537,4
0.613,0.8390000000000001,104.975,4
0.282,0.0055899999999999,68.708,3
0.659,0.7759999999999999,100.247,4
0.5589999999999999,0.358,106.931,4
0.1939999999999999,0.296,91.547,3
0.456,0.0422,93.713,4
0.4679999999999999,0.64,79.297,4
0.805,0.534,126.021,4
0.0923,0.0257,64.47,4
0.742,0.865,115.047,4
0.6759999999999999,0.721,123.858,4
0.6940000000000001,0.815,88.931,4
0.652,0.586,144.031,4
0.59,0.946,154.916,4
0.79,0.746,124.971,4
0.472,0.445,130.45,4
0.654,0.506,123.179,4
0.563,0.544,179.351,4
0.4679999999999999,0.428,79.82,4
0.423,0.00748,71.835,4
0.792,0.935,125.005,4
0.598,0.657,104.044,4
0.821,0.598,132.043,4
0.721,0.546,129.18,4
0.775,0.696,92.007,4
0.4579999999999999,0.845,119.994,4
0.372,0.6729999999999999,147.366,4
0.0564,0.985,66.834,3
0.578,0.937,102.983,4
0.742,0.753,120.004,4
0.183,0.0075,66.333,4
0.179,0.0131,70.822,3
0.889,0.672,106.025,4
0.691,0.639,121.019,4
0.8,0.7509999999999999,102.021,4
0.826,0.8170000000000001,97.053,4
0.181,0.371,116.793,3
0.596,0.944,157.054,4
0.3979999999999999,0.363,200.163,3
0.737,0.7090000000000001,125.997,4
0.494,0.368,113.01,4
0.711,0.598,140.175,4
0.685,0.735,97.98,4
0.33,0.0186,113.636,4
0.718,0.6759999999999999,112.711,4
0.83,0.598,122.974,4
0.701,0.537,109.73,4
0.603,0.1969999999999999,98.995,4
0.736,0.72,124.991,4
0.139,0.0986,141.74200000000002,4
0.583,0.3229999999999999,139.582,4
0.7240000000000001,0.5670000000000001,120.007,4
0.486,0.19,81.895,4
0.736,0.387,132.97299999999998,4
0.426,0.8809999999999999,139.986,4
0.5539999999999999,0.772,179.984,4
0.7709999999999999,0.19,120.027,4
0.701,0.425,135.128,4
0.3979999999999999,0.0336,72.166,4
0.317,0.0543,81.111,3
0.701,0.943,128.99200000000002,4
0.396,0.698,85.663,4
0.826,0.6,125.038,4
0.249,0.2789999999999999,118.912,4
0.356,0.621,159.308,3
0.578,0.8290000000000001,126.111,4
0.804,0.905,98.055,4
0.5720000000000001,0.708,92.044,4
0.151,0.0232,136.67600000000002,3
0.514,0.918,150.033,4
0.1009999999999999,0.0724,78.438,4
0.5329999999999999,0.0842,61.773,5
0.589,0.478,93.013,4
0.672,0.0961,87.016,4
0.802,0.68,91.877,4
0.535,0.314,145.095,4
0.56,0.1969999999999999,71.676,4
0.506,0.795,115.092,4
0.597,0.931,92.003,4
0.581,0.765,125.915,4
0.6459999999999999,0.868,125.022,4
0.508,0.402,120.954,4
0.836,0.652,163.753,4
0.424,0.33,113.591,4
0.276,0.715,137.028,4
0.166,1.0,113.189,4
0.652,0.57,100.1,4
0.722,0.684,139.968,4
0.575,0.244,144.08700000000002,4
0.534,0.813,96.819,3
0.461,0.5820000000000001,125.591,4
0.634,0.118,164.053,4
0.731,0.487,94.999,4
0.599,0.4479999999999999,95.05,3
0.351,0.0767,73.848,4
0.45,0.0165,68.988,4
0.693,0.484,103.908,4
0.474,0.648,174.266,5
0.529,0.3939999999999999,82.99600000000001,4
0.705,0.898,136.282,4
0.674,0.848,133.548,4
0.759,0.54,116.947,4
0.407,0.5870000000000001,146.52,4
0.728,0.857,88.21600000000001,4
0.765,0.6659999999999999,91.032,4
0.1669999999999999,0.201,127.231,4
0.611,0.305,95.087,4
0.156,0.0159,130.224,5
0.711,0.937,134.21,4
0.5720000000000001,0.475,139.928,4
0.4539999999999999,0.8540000000000001,96.997,4
0.556,0.595,104.001,4
0.216,0.428,128.298,4
0.247,0.594,74.92,4
0.21,0.238,35.822,3
0.486,0.94,79.727,4
0.39,0.939,161.997,4
0.738,0.685,102.559,4
0.782,0.728,120.014,4
0.7959999999999999,0.69,123.972,4
0.926,0.7809999999999999,122.042,4
0.601,0.46,120.829,4
0.474,0.063,68.316,4
0.604,0.939,127.812,4
0.408,0.953,177.94,4
0.26,0.0313,81.774,3
0.3979999999999999,0.0501,140.003,5
0.379,0.0591,109.679,4
0.843,0.845,126.989,4
0.261,0.0356,93.72,4
0.63,0.44,98.082,4
0.622,0.3939999999999999,80.013,4
0.6679999999999999,0.449,129.889,4
0.8109999999999999,0.5770000000000001,94.034,4
0.8029999999999999,0.949,79.99,4
0.222,0.1169999999999999,91.624,1
0.5489999999999999,0.1689999999999999,115.063,3
0.176,0.103,77.862,1
0.32,1.0,68.47800000000001,5
0.52,0.887,122.528,4
0.079,0.0202,79.664,3
0.477,0.74,107.384,4
0.149,0.0765,65.404,3
0.315,0.0459,118.521,5
0.278,0.00866,76.678,5
0.843,0.243,88.01100000000001,4
0.15,0.0855,135.42700000000002,4
0.703,0.4429999999999999,87.96799999999999,4
0.628,0.143,89.82799999999999,4
0.561,0.7829999999999999,133.518,4
0.601,0.0371,112.603,4
0.649,0.0808,134.916,3
0.49,0.5579999999999999,196.656,4
0.467,0.3939999999999999,148.988,4
0.162,0.0344,130.612,3
0.698,0.475,104.979,4
0.142,0.32,139.713,4
0.4429999999999999,0.0354,85.081,4
0.475,0.994,125.033,4
0.831,0.629,117.995,4
0.6970000000000001,0.846,126.467,4
0.165,0.165,86.45100000000001,3
0.73,0.644,125.011,4
0.484,0.731,101.654,4
0.606,0.61,129.989,5
0.792,0.522,130.009,4
0.429,0.00415,129.227,4
0.7659999999999999,0.4579999999999999,120.612,4
0.422,0.14,106.62,4
0.759,0.54,116.947,4
0.915,0.482,128.032,4
0.733,0.7070000000000001,92.731,4
0.85,0.872,102.992,4
0.1889999999999999,0.0843,134.205,3
0.8059999999999999,0.4479999999999999,124.912,4
0.152,0.0042899999999999,137.327,5
0.74,0.726,150.018,4
0.7759999999999999,0.763,128.433,4
0.639,0.288,79.986,4
0.466,0.0074099999999999,109.353,4
0.397,0.0233,130.02,5
0.6759999999999999,0.792,101.197,4
0.721,0.868,90.0,4
0.417,0.36,115.066,4
0.574,0.7909999999999999,195.778,4
0.415,0.11,81.876,4
0.778,0.5670000000000001,127.991,4
0.622,0.312,80.514,3
0.476,0.0215,73.706,4
0.8340000000000001,0.57,121.983,4
0.636,0.248,117.006,3
0.903,0.621,147.997,4
0.7829999999999999,0.912,98.025,4
0.75,0.306,140.04399999999998,4
0.506,0.532,140.175,3
0.3979999999999999,0.00209,71.461,4
0.267,0.0152,128.42700000000002,4
0.773,0.563,100.007,4
0.391,0.916,132.63299999999998,4
0.157,0.184,132.606,3
0.409,0.0128,75.532,4
0.183,0.0628,207.136,3
0.57,0.672,120.018,4
0.579,0.267,74.899,4
0.541,0.4679999999999999,95.266,4
0.419,0.33,82.012,4
0.2739999999999999,0.1009999999999999,75.366,3
0.648,0.6409999999999999,184.021,4
0.308,0.0564,93.076,1
