Store_Ratio,Basket_Ratio,Store_Score,popularity
0.698,0.774,-8.642000000000001,4
0.282,0.939,-6.479,4
0.57,0.606,-6.864,4
0.345,0.775,-5.158,4
0.456,0.456,-16.055,3
0.657,0.356,-11.808,4
0.38,0.3329999999999999,-11.507,3
0.557,0.511,-6.787999999999999,4
0.494,0.946,-2.757,4
0.511,0.0482,-28.722,3
0.637,0.75,-8.664,4
0.542,0.0263,-30.078000000000003,4
0.667,0.574,-9.847,4
0.532,0.6629999999999999,-5.886,4
0.609,0.505,-7.866,4
0.4589999999999999,0.427,-7.734,3
0.69,0.447,-11.343,4
0.7959999999999999,0.91,-0.39,4
0.64,0.852,-8.119,4
0.3229999999999999,0.331,-11.326,4
0.77,0.875,-3.479,4
0.779,0.705,-3.895,4
0.286,0.0304,-29.016,4
0.161,0.0443,-28.872,3
0.505,0.657,-5.24,3
0.7070000000000001,0.299,-12.468,4
0.657,0.0328,-19.184,4
0.263,0.209,-17.385,3
0.767,0.907,-7.109,4
0.573,0.462,-9.287,4
0.6890000000000001,0.5820000000000001,-6.778,4
0.805,0.315,-14.755999999999998,4
0.363,0.0263,-29.73,4
0.479,0.795,-6.408,4
0.6890000000000001,0.7390000000000001,-4.928,4
0.4579999999999999,0.351,-6.049,3
0.805,0.346,-10.126,4
0.414,0.53,-9.587,3
0.764,0.32,-7.209,4
0.38,0.242,-21.746,3
0.196,0.174,-20.187,4
0.6609999999999999,0.531,-7.574,4
0.868,0.635,-6.352,4
0.5820000000000001,0.742,-6.921,4
0.332,0.0111,-31.938,4
0.541,0.677,-10.764,4
0.373,0.123,-15.193,4
0.723,0.7170000000000001,-4.544,4
0.88,0.7509999999999999,-4.258,4
0.754,0.7909999999999999,-4.14,4
0.62,0.8009999999999999,-10.775,4
0.509,0.706,-3.4530000000000003,5
0.581,0.257,-10.079,4
0.87,0.76,-6.187,4
0.0612,0.017,-25.783,3
0.546,0.471,-6.73,3
0.514,0.882,-5.306,4
0.7070000000000001,0.833,-2.587,4
0.705,0.914,-5.74,4
0.347,0.0228,-29.033,1
0.755,0.871,-3.61,4
0.433,0.478,-9.401,4
0.672,0.855,-3.764,4
0.7140000000000001,0.3929999999999999,-10.157,4
0.304,0.0483,-29.533,4
0.609,0.6679999999999999,-4.284,4
0.47,0.431,-6.129,4
0.754,0.953,-3.06,4
0.773,0.561,-10.224,4
0.506,0.22,-13.371,4
0.606,0.853,-2.975,4
0.5820000000000001,0.127,-18.607,4
0.828,0.588,-7.14,4
0.183,0.0367,-31.018,4
0.481,0.435,-15.576,4
0.698,0.691,-5.924,4
0.865,0.57,-11.083,4
0.838,0.8190000000000001,-4.681,4
0.0877,0.0763,-23.986,4
0.7979999999999999,0.675,-5.041,4
0.28,0.996,-3.762,4
0.312,0.3779999999999999,-10.956,4
0.4379999999999999,0.428,-14.861,4
0.6920000000000001,0.598,-7.893,4
0.113,0.146,-20.486,4
0.451,0.0873,-16.815,4
0.395,0.934,-3.5810000000000004,4
0.778,0.73,-4.925,4
0.726,0.787,-2.494,4
0.667,0.877,-4.541,4
0.473,0.898,-3.537,4
0.321,0.22,-12.608,4
0.444,0.7709999999999999,-4.127,4
0.7390000000000001,0.7170000000000001,-5.122999999999999,4
0.654,0.506,-17.18,4
0.597,0.892,-5.121,4
0.261,0.0257,-25.711,5
0.203,0.25,-18.586,3
0.372,0.444,-9.036,4
0.644,0.267,-18.116,4
0.7090000000000001,0.954,-4.6530000000000005,4
0.382,0.0499,-25.262,4
0.741,0.667,-5.445,4
0.504,0.6709999999999999,-5.792000000000001,4
0.54,0.96,-2.971,4
0.645,0.312,-9.209,4
0.662,0.7390000000000001,-5.354,4
0.165,0.00847,-33.25,4
0.562,0.6829999999999999,-6.178999999999999,4
0.636,0.7609999999999999,-7.752000000000001,4
0.74,0.867,-7.84,4
0.374,0.47,-8.708,4
0.231,0.0816,-20.785,4
0.7140000000000001,0.434,-11.542,4
0.467,0.942,-4.117,4
0.376,0.204,-10.011,4
0.432,0.936,-4.537,4
0.705,0.769,-5.526,4
0.385,0.0115,-28.865,4
0.65,0.286,-15.878,3
0.8370000000000001,0.6509999999999999,-7.009,4
0.286,0.0304,-29.016,4
0.545,0.755,-8.437999999999999,4
0.643,0.436,-12.245,4
0.812,0.439,-7.093,4
0.313,0.317,-12.295,3
0.956,0.375,-7.456,4
0.358,0.557,-7.398,4
0.725,0.5710000000000001,-6.007000000000001,4
0.5589999999999999,0.884,-2.864,4
0.3229999999999999,0.405,-8.533,5
0.922,0.921,-5.026,4
0.3979999999999999,0.173,-17.447,4
0.79,0.542,-4.119,4
0.677,0.175,-11.793,4
0.868,0.638,-7.746,4
0.514,0.74,-4.572,4
0.302,0.375,-10.091,3
0.1119999999999999,0.0137,-28.804,4
0.361,0.24,-15.626,4
0.531,0.8590000000000001,-4.364,4
0.488,0.833,-3.876,4
0.544,0.0124,-13.425999999999998,4
0.283,0.964,-4.475,4
0.607,0.536,-7.306,4
0.62,0.273,-17.869,4
0.73,0.648,-6.405,4
0.733,0.8390000000000001,-2.839,4
0.461,0.387,-13.956,4
0.48,0.535,-8.507,4
0.259,0.871,-5.754,3
0.44,0.301,-10.269,5
0.366,0.5660000000000001,-11.527,4
0.674,0.866,-2.545,4
0.325,0.0549,-28.726,5
0.475,0.922,-5.136,4
0.514,0.258,-9.666,4
0.476,0.248,-17.401,4
0.5579999999999999,0.467,-8.82,4
0.633,0.8340000000000001,-3.834,4
0.735,0.5479999999999999,-4.747,4
0.733,0.718,-7.149,4
0.57,0.606,-6.864,4
0.591,0.703,-6.211,4
0.41,0.326,-8.872,4
0.365,0.1159999999999999,-27.249,3
0.72,0.672,-6.852,4
0.0927,0.26,-21.011,3
0.481,0.392,-8.2,4
0.298,0.825,-8.052999999999999,4
0.508,0.67,-5.127000000000001,4
0.588,0.236,-14.452,4
0.654,0.873,-6.01,4
0.408,0.292,-9.755,4
0.802,0.86,-2.917,4
0.657,0.0328,-19.184,4
0.511,0.363,-13.799,4
0.319,0.011,-33.665,3
0.88,0.685,-8.557,4
0.441,0.466,-9.101,4
0.653,0.445,-8.749,4
0.6679999999999999,0.779,-11.089,4
0.78,0.4539999999999999,-9.133,4
0.342,0.135,-13.416,4
0.602,0.931,-9.185,4
0.752,0.2019999999999999,-9.806,4
0.4589999999999999,0.0287,-31.405,5
0.728,0.4539999999999999,-9.281,4
0.574,0.2789999999999999,-15.666,4
0.626,0.611,-7.525,4
0.713,0.526,-5.046,4
0.392,0.629,-7.056,4
0.195,0.499,-18.162,4
0.769,0.879,-4.552,4
0.609,0.81,-7.209,4
0.726,0.747,-7.362999999999999,4
0.752,0.505,-7.621,4
0.406,0.0307,-17.636,4
0.149,0.899,-14.05,1
0.2,0.00461,-32.499,4
0.62,0.838,-6.42,4
0.618,0.89,-6.425,4
0.815,0.647,-7.162000000000001,4
0.682,0.924,-5.402,4
0.0666,0.0552,-29.921,5
0.2,0.0967,-26.579,4
0.519,0.134,-16.085,4
0.475,0.124,-9.463,4
0.6579999999999999,0.632,-6.5920000000000005,4
0.6609999999999999,0.486,-10.56,4
0.5329999999999999,0.563,-11.047,4
0.5660000000000001,0.748,-10.79,4
0.555,0.973,-3.804,4
0.512,0.812,-4.809,4
0.5870000000000001,0.58,-7.867000000000001,4
0.497,0.532,-9.259,4
0.665,0.525,-11.866,3
0.624,0.298,-6.299,5
0.185,0.7170000000000001,-27.888,4
0.5329999999999999,0.797,-4.989,4
0.103,0.815,-24.469,3
0.677,0.473,-9.616,4
0.5670000000000001,0.735,-8.939,4
0.8059999999999999,0.8290000000000001,-5.124,4
0.792,0.7170000000000001,-4.759,4
0.484,0.0292,-23.059,4
0.703,0.288,-12.755,4
0.624,0.6940000000000001,-8.084,4
0.588,0.522,-6.254,4
0.146,0.154,-16.92,4
0.502,0.65,-4.27,4
0.821,0.741,-4.57,4
0.402,0.0798,-19.753,3
0.385,0.0145,-30.373,3
0.584,0.7,-4.275,4
0.742,0.391,-14.195,4
0.557,0.143,-16.314,4
0.7559999999999999,0.609,-3.579,4
0.375,0.181,-21.702,4
0.556,0.787,-5.006,4
0.8290000000000001,0.539,-7.359,4
0.3339999999999999,0.107,-15.668,1
0.181,0.0467,-28.959,4
0.275,0.47,-10.385,3
0.698,0.6,-7.127000000000001,4
0.475,0.033,-27.662,4
0.825,0.367,-6.787999999999999,4
0.414,0.0903,-17.557000000000002,4
0.8059999999999999,0.8490000000000001,-9.07,4
0.53,0.575,-8.775,3
0.416,0.0548,-21.41,3
0.192,0.00927,-36.807,4
0.583,0.0819,-24.991,4
0.496,0.8959999999999999,-1.235,4
0.159,0.00491,-30.416,3
0.81,0.66,-5.003,4
0.601,0.467,-10.041,4
0.2339999999999999,0.3329999999999999,-18.284,3
0.812,0.0276,-14.748,4
0.764,0.575,-9.989,4
0.76,0.395,-13.771,4
0.578,0.857,-3.78,4
0.395,0.373,-9.994,3
0.109,0.0693,-21.196,4
0.142,0.154,-18.59,1
0.746,0.598,-6.537999999999999,4
0.469,0.427,-7.954,4
0.693,0.8240000000000001,-7.858,4
0.384,0.0144,-27.796,4
0.787,0.637,-10.974,4
0.508,0.805,-6.077999999999999,3
0.652,0.145,-16.389,4
0.6940000000000001,0.654,-9.148,4
0.755,0.7979999999999999,-5.542999999999999,4
0.615,0.46,-6.087999999999999,4
0.594,0.497,-5.26,4
0.135,0.00213,-37.865,5
0.126,0.0671,-24.075,4
0.8240000000000001,0.705,-8.095,4
0.66,0.586,-5.975,4
0.357,0.043,-24.968000000000004,4
0.382,0.7490000000000001,-4.533,3
0.313,0.53,-8.522,4
0.52,0.732,-4.563,4
0.919,0.5660000000000001,-6.14,4
0.481,0.973,-1.945,4
0.83,0.585,-6.476,4
0.392,0.105,-19.75,4
0.565,0.33,-11.984000000000002,4
0.481,0.979,-3.383,3
0.148,0.144,-20.631,3
0.206,0.355,-8.571,3
0.624,0.257,-13.341,4
0.4589999999999999,0.424,-7.27,4
0.631,0.485,-8.704,4
0.0646,0.00223,-29.924,5
0.36,0.5329999999999999,-4.394,4
0.326,0.0475,-30.088,4
0.8059999999999999,0.5579999999999999,-6.46,4
0.8290000000000001,0.47,-7.626,4
0.482,0.103,-28.133000000000003,3
0.4429999999999999,0.0316,-25.607,4
0.71,0.0798,-17.262,4
0.307,0.962,-4.662,4
0.525,0.649,-4.802,4
0.511,0.7979999999999999,-4.314,4
0.53,0.807,-5.768,4
0.376,0.29,-10.157,4
0.903,0.327,-9.727,4
0.525,0.738,-6.231,4
0.6890000000000001,0.841,-3.74,4
0.27,0.964,-4.545,3
0.8029999999999999,0.324,-13.058,4
0.162,0.00719,-32.384,4
0.5529999999999999,0.429,-12.51,3
0.746,0.7859999999999999,-7.273,4
0.5429999999999999,0.13,-15.474,4
0.276,0.128,-27.003,3
0.8190000000000001,0.615,-9.957,4
0.147,0.381,-28.083,4
0.603,0.642,-9.645,4
0.726,0.317,-11.64,4
0.265,0.233,-16.922,4
0.787,0.193,-19.714,4
0.298,0.799,-6.962000000000001,4
0.7070000000000001,0.955,-4.593,4
0.6579999999999999,0.7490000000000001,-2.967,4
0.184,0.115,-26.733,4
0.182,0.033,-24.523000000000003,4
0.382,0.867,-7.426,4
0.19,0.998,-16.58,4
0.268,0.3339999999999999,-8.877,4
0.63,0.601,-7.521,4
0.366,0.956,-3.725,3
0.6679999999999999,0.321,-11.569,4
0.726,0.565,-10.355,4
0.512,0.852,-7.802,4
0.516,0.0661,-24.948,4
0.5720000000000001,0.529,-6.897,4
0.545,0.639,-8.277000000000001,4
0.6459999999999999,0.3339999999999999,-20.239,4
0.6729999999999999,0.892,-3.617,4
0.561,0.0848,-15.099,4
0.647,0.198,-18.946,5
0.635,0.926,-5.589,4
0.6609999999999999,0.1369999999999999,-18.33,4
0.779,0.867,-3.704,4
0.475,0.128,-17.601,4
0.42,0.272,-14.843,3
0.432,0.705,-8.274,4
0.344,0.748,-3.91,4
0.141,0.087,-23.517,1
0.845,0.631,-8.206,4
0.331,0.564,-6.274,1
0.374,0.191,-14.061,3
0.188,0.139,-21.075,4
0.387,0.00793,-29.192,4
0.877,0.812,-8.011000000000001,4
0.879,0.573,-8.113,4
0.589,0.797,-5.464,4
0.434,0.0142,-29.944000000000003,4
0.0756,0.0458,-24.092,3
0.281,0.0333,-31.46,1
0.32,0.327,-9.733,3
0.8170000000000001,0.4039999999999999,-10.119,4
0.6940000000000001,0.968,-3.803,4
0.61,0.82,-10.029,4
0.8320000000000001,0.15,-10.468,4
0.5489999999999999,0.0209,-20.595,4
0.8859999999999999,0.84,-3.386,4
0.537,0.674,-5.134,4
0.514,0.755,-8.455,4
0.457,0.926,-3.259,4
0.723,0.898,-2.55,4
0.879,0.495,-10.584,4
0.7909999999999999,0.568,-9.593,4
0.629,0.506,-11.768,5
0.573,0.303,-11.68,4
0.7829999999999999,0.295,-8.329,4
0.303,0.0234,-30.495,5
0.652,0.75,-6.068,4
0.901,0.478,-7.39,4
0.5539999999999999,0.878,-4.271,4
0.475,0.0602,-17.528,4
0.441,0.241,-15.865,3
0.301,0.3829999999999999,-12.925999999999998,4
0.706,0.555,-9.386,4
0.565,0.625,-10.088,4
0.262,0.0026899999999999,-27.58,4
0.555,0.933,-6.287000000000001,4
0.281,0.00943,-22.661,5
0.7440000000000001,0.249,-17.473,4
0.5660000000000001,0.5760000000000001,-7.652,4
0.5429999999999999,0.0645,-20.108,4
0.3329999999999999,0.0856,-21.033,3
0.607,0.737,-5.362,4
0.763,0.296,-10.611,4
0.207,0.0537,-26.829,4
0.7879999999999999,0.805,-4.084,4
0.557,0.7909999999999999,-7.2010000000000005,4
0.843,0.836,-2.474,4
0.662,0.384,-12.634,4
0.284,0.0708,-26.969,4
0.5329999999999999,0.907,-3.793,4
0.6609999999999999,0.7829999999999999,-8.987,4
0.183,0.139,-23.424,3
0.445,0.332,-11.181,4
0.527,0.955,-3.415,4
0.35,0.978,-1.999,4
0.687,0.792,-2.749,4
0.914,0.516,-4.178,4
0.652,0.104,-15.407,3
0.618,0.82,-4.593,4
0.7979999999999999,0.715,-4.423,4
0.258,0.132,-28.306,4
0.693,0.857,-4.852,4
0.606,0.282,-12.207,4
0.1369999999999999,0.916,-4.428999999999999,3
0.427,0.304,-9.661,4
0.883,0.4639999999999999,-11.251,4
0.534,0.441,-5.86,4
0.664,0.476,-11.223,4
0.611,0.379,-7.183,4
0.355,0.847,-13.649,3
0.387,0.34,-10.447,4
0.5870000000000001,0.622,-5.535,4
0.755,0.3779999999999999,-7.601,4
0.625,0.903,-4.912,4
0.636,0.725,-8.786,4
0.584,0.685,-7.811,4
0.156,0.172,-14.483,3
0.674,0.843,-6.876,4
0.0,0.0114,-18.766,0
0.75,0.95,-2.938,4
0.778,0.8740000000000001,-2.803,4
0.638,0.541,-9.043,4
0.84,0.7659999999999999,-4.12,4
0.2769999999999999,0.67,-9.381,4
0.698,0.7859999999999999,-6.367000000000001,4
0.737,0.802,-4.771,4
0.649,0.8420000000000001,-4.146,3
0.6659999999999999,0.8540000000000001,-8.442,4
0.763,0.807,-3.714,3
0.472,0.601,-12.751,4
0.774,0.747,-3.908,4
0.5,0.8240000000000001,-5.846,4
0.5529999999999999,0.823,-1.786,4
0.6,0.688,-8.339,4
0.268,0.0841,-19.337,1
0.8029999999999999,0.7959999999999999,-5.077,4
0.674,0.8809999999999999,-2.853,4
0.785,0.525,-7.556,4
0.4589999999999999,0.966,-3.985,4
0.731,0.573,-10.059,4
0.7140000000000001,0.928,-5.425,4
0.497,0.625,-6.792000000000001,4
0.181,0.0287,-33.787,4
0.805,0.401,-7.615,4
0.27,0.0118,-28.505,5
0.421,0.102,-25.999,3
0.659,0.7959999999999999,-7.29,4
0.555,0.21,-12.335,4
0.639,0.299,-17.293,4
0.779,0.93,-0.595,4
0.281,0.521,-5.678999999999999,4
0.524,0.147,-15.185,3
0.179,0.912,-3.881,3
0.504,0.8320000000000001,-4.625,4
0.794,0.858,-9.811,4
0.703,0.8190000000000001,-6.579,4
0.544,0.915,-3.405,4
0.71,0.743,-10.553,4
0.642,0.445,-17.279,4
0.616,0.867,-6.147,4
0.7390000000000001,0.701,-5.542000000000001,4
0.855,0.624,-4.093,4
0.732,0.629,-10.951,4
0.143,0.196,-21.431,4
0.8140000000000001,0.923,-4.525,4
0.745,0.736,-5.257999999999999,4
0.555,0.22,-13.717,4
0.608,0.83,-5.396,4
0.797,0.452,-8.325,4
0.105,0.0183,-31.458,5
0.653,0.809,-4.057,4
0.624,0.628,-6.582000000000001,4
0.8859999999999999,0.6,-5.093,4
0.726,0.7709999999999999,-6.234,4
0.748,0.611,-4.426,4
0.615,0.7020000000000001,-9.686,4
0.513,0.88,-4.69,4
0.407,0.959,-2.967,4
0.667,0.0981,-15.544,3
0.846,0.8270000000000001,-7.148,4
0.556,0.0938,-20.552,4
0.509,0.31,-10.623,3
0.598,0.6779999999999999,-4.645,4
0.748,0.7879999999999999,-7.055,4
0.741,0.6829999999999999,-5.8660000000000005,4
0.0875,0.99,-31.687,4
0.485,0.111,-15.193,4
0.3989999999999999,0.0212,-24.852,4
0.11,0.0562,-28.996,3
0.4679999999999999,0.0182,-30.345,3
0.6809999999999999,0.5870000000000001,-5.419,4
0.746,0.55,-10.943,4
0.395,0.973,-3.459,4
0.392,0.0344,-25.927,3
0.889,0.924,-3.659,4
0.499,0.0204,-21.838,5
0.188,0.95,-16.489,3
0.105,0.154,-14.355,4
0.379,0.0591,-27.298,4
0.0706,0.036,-32.402,3
0.41,0.0505,-22.943,3
0.473,0.0244,-28.273000000000003,4
0.6990000000000001,0.7140000000000001,-3.466,4
0.7440000000000001,0.7140000000000001,-11.18,4
0.43,0.142,-16.176,4
0.7509999999999999,0.975,-3.024,4
0.741,0.672,-11.105,4
0.435,0.737,-6.562,4
0.3879999999999999,0.8,-6.33,3
0.561,0.547,-5.345,4
0.432,0.436,-11.04,4
0.575,0.33,-6.557,4
0.493,0.0412,-18.783,4
0.38,0.0342,-29.643,4
0.255,0.987,-27.093000000000004,3
0.471,0.843,-5.702000000000001,4
0.286,0.1989999999999999,-17.012,4
0.8220000000000001,0.78,-5.003,4
0.488,0.879,-3.329,4
0.529,0.31,-12.159,4
0.516,0.182,-14.48,4
0.79,0.298,-13.380999999999998,4
0.785,0.3229999999999999,-16.539,4
0.642,0.45,-10.638,4
0.659,0.1989999999999999,-16.499000000000002,4
0.672,0.855,-3.764,4
0.58,0.434,-10.708,4
0.5720000000000001,0.426,-11.633,4
0.654,0.607,-8.047,4
0.7290000000000001,0.447,-9.038,4
0.239,0.195,-16.646,4
0.726,0.562,-8.226,4
0.757,0.727,-6.001,4
0.65,0.625,-10.122,4
0.536,0.73,-4.302,4
0.5479999999999999,0.889,-4.682,4
0.561,0.0026899999999999,-26.323,3
0.6609999999999999,0.708,-4.3580000000000005,4
0.659,0.6679999999999999,-11.143,4
0.6940000000000001,0.77,-5.335,4
0.685,0.391,-7.183,4
0.813,0.762,-8.038,4
0.57,0.25,-12.793,4
0.6990000000000001,0.633,-6.733,4
0.76,0.7440000000000001,-8.056000000000001,4
0.602,0.32,-11.977,4
0.653,0.763,-6.697,4
0.6629999999999999,0.685,-11.907,4
0.7709999999999999,0.917,-7.103,4
0.316,0.948,-2.06,4
0.511,0.31,-13.733,4
0.7340000000000001,0.812,-5.922000000000001,4
0.778,0.317,-10.732,4
0.6829999999999999,0.401,-8.491,4
0.397,0.00716,-31.102,4
0.266,0.0205,-29.372,4
0.61,0.894,-1.838,4
0.6459999999999999,0.238,-10.550999999999998,4
0.1689999999999999,0.04,-23.092,4
0.83,0.585,-6.476,4
0.131,0.173,-22.839,4
0.792,0.6709999999999999,-10.068,4
0.629,0.208,-16.225,4
0.72,0.802,-5.797000000000001,4
0.639,0.5820000000000001,-10.968,4
0.861,0.432,-8.389,4
0.693,0.705,-5.747000000000001,4
0.524,0.7979999999999999,-9.961,4
0.8270000000000001,0.682,-7.111000000000001,4
0.32,0.00892,-29.206,4
0.354,0.123,-22.452,4
0.752,0.812,-4.41,4
0.493,0.83,-5.983,4
0.49,0.296,-18.49,4
0.6859999999999999,0.733,-4.601,4
0.6759999999999999,0.696,-6.68,4
0.657,0.4589999999999999,-7.74,4
0.532,0.00248,-28.933000000000003,4
0.625,0.632,-9.284,4
0.654,0.4589999999999999,-9.977,4
0.472,0.0613,-25.993,1
0.653,0.44,-12.063,4
0.7020000000000001,0.7440000000000001,-5.698,4
0.652,0.374,-14.592,4
0.32,0.4529999999999999,-9.537,4
0.568,0.0653,-21.144,4
0.737,0.907,-4.356,4
0.506,0.128,-17.741,4
0.212,0.996,-2.732,4
0.175,0.00134,-26.147,3
0.562,0.13,-20.586,4
0.36,0.0418,-28.528,4
0.509,0.289,-8.3,3
0.477,0.426,-6.961,3
0.306,0.3979999999999999,-12.767,4
0.825,0.752,-6.8260000000000005,4
0.812,0.703,-6.129,4
0.292,0.7140000000000001,-4.919,3
0.648,0.939,-3.818,4
0.158,0.204,-15.358,5
0.5529999999999999,0.395,-8.317,4
0.166,0.769,-21.081,4
0.672,0.1009999999999999,-26.62,4
0.759,0.6559999999999999,-7.592,4
0.2789999999999999,0.0342,-29.696,4
0.634,0.283,-13.818,4
0.643,0.952,-3.588,4
0.11,0.981,-22.456,3
0.557,0.3929999999999999,-12.664,4
0.743,0.7659999999999999,-6.375,4
0.547,0.0174,-25.614,3
0.8590000000000001,0.665,-10.268,4
0.414,0.936,-2.407,4
0.5820000000000001,0.31,-11.889,4
0.728,0.0216,-40.917,3
0.391,0.243,-15.92,3
0.586,0.953,-0.8029999999999999,4
0.748,0.645,-7.644,4
0.639,0.923,-5.707999999999999,4
0.7859999999999999,0.604,-7.608,4
0.349,0.431,-12.585,3
0.473,0.1369999999999999,-16.586,3
0.753,0.8740000000000001,-8.626,4
0.45,0.211,-10.099,4
0.6459999999999999,0.605,-6.625,4
0.7879999999999999,0.682,-7.826,4
0.1939999999999999,1.0,-15.652,3
0.618,0.523,-7.581,4
0.7190000000000001,0.546,-10.239,4
0.3329999999999999,0.0575,-22.933000000000003,3
0.7859999999999999,0.6970000000000001,-4.564,4
0.7120000000000001,0.531,-5.745,4
0.6409999999999999,0.637,-10.92,4
0.191,0.13,-28.665,5
0.327,0.527,-4.485,3
0.633,0.727,-4.104,4
0.698,0.7190000000000001,-4.923,4
0.273,0.1369999999999999,-14.582,3
0.53,0.0319,-27.52,4
0.733,0.6759999999999999,-5.655,4
0.528,0.742,-7.044,4
0.579,0.736,-3.863,4
0.6859999999999999,0.1939999999999999,-13.914,4
0.633,0.357,-9.366,4
0.659,0.5710000000000001,-5.654,4
0.539,0.0888,-24.233,4
0.0938,0.0237,-30.634,4
0.489,0.262,-10.317,4
0.597,0.613,-8.182,4
0.523,0.644,-7.028,4
0.642,0.257,-14.282,4
0.452,0.33,-15.278,4
0.193,0.125,-23.423,3
0.7759999999999999,0.3929999999999999,-17.542,4
0.502,0.309,-12.12,4
0.79,0.0802,-19.795,4
0.581,0.304,-9.707,4
0.802,0.7559999999999999,-10.791,4
0.7040000000000001,0.542,-10.523,4
0.727,0.293,-15.048,4
0.8109999999999999,0.41,-8.214,4
0.612,0.7759999999999999,-5.277,4
0.871,0.816,-4.527,4
0.331,0.55,-6.483,3
0.492,0.225,-10.598,4
0.552,0.387,-12.804,4
0.4029999999999999,0.245,-11.862,4
0.7490000000000001,0.877,-1.839,4
0.384,0.733,-6.522,4
0.347,0.2239999999999999,-20.858,4
0.552,0.698,-4.817,4
0.58,0.586,-6.882999999999999,4
0.5479999999999999,0.5379999999999999,-7.395,4
0.593,0.7759999999999999,-4.343,4
0.421,0.0029,-26.907,3
0.395,0.238,-16.089000000000002,3
0.626,0.247,-14.287,3
0.7909999999999999,0.509,-8.918,4
0.546,0.847,-9.797,4
0.291,0.0181,-34.346,4
0.321,0.0331,-30.093000000000004,3
0.838,0.8190000000000001,-4.681,4
0.3929999999999999,0.0668,-20.755,4
0.481,0.285,-10.848,4
0.613,0.5589999999999999,-9.023,4
0.773,0.474,-11.147,4
0.475,0.555,-8.693,4
0.174,0.0135,-29.822,4
0.562,0.623,-6.151,4
0.195,0.0086,-33.831,3
0.429,0.0581,-22.046,3
0.57,0.924,-4.772,4
0.14,0.00158,-39.0,3
0.121,0.00322,-30.448,4
0.685,0.917,-5.5120000000000005,4
0.143,0.0577,-21.615,5
0.434,0.265,-12.428,4
0.107,0.1669999999999999,-18.609,3
0.1669999999999999,0.195,-18.929,4
0.619,0.583,-6.908,4
0.429,0.1969999999999999,-9.798,4
0.777,0.414,-7.44,4
0.7859999999999999,0.469,-11.336,4
0.7959999999999999,0.471,-9.336,4
0.498,0.3279999999999999,-10.206,4
0.845,0.7659999999999999,-5.727,4
0.502,0.0152,-25.128,3
0.63,0.597,-9.92,4
0.584,0.4589999999999999,-14.127,4
0.4039999999999999,0.00902,-32.549,4
0.325,0.547,-8.527000000000001,4
0.532,0.7979999999999999,-4.5360000000000005,5
0.498,0.764,-8.096,4
0.272,0.0755,-27.086,4
0.638,0.633,-8.584,4
0.556,0.8809999999999999,-4.624,4
0.31,0.156,-22.46,3
0.47,0.046,-26.833,3
0.73,0.634,-5.084,4
0.773,0.675,-4.792,4
0.8909999999999999,0.7140000000000001,-6.055,4
0.675,0.899,-4.787,4
0.6859999999999999,0.917,-3.06,4
0.639,0.299,-17.293,4
0.752,0.286,-9.309,4
0.34,0.209,-11.869000000000002,4
0.2189999999999999,0.072,-27.456,4
0.735,0.2339999999999999,-11.113,4
0.4639999999999999,0.637,-4.37,4
0.401,0.499,-7.643,4
0.835,0.6779999999999999,-4.416,4
0.7879999999999999,0.55,-7.065,4
0.522,0.6659999999999999,-12.842,4
0.696,0.795,-3.656,4
0.511,0.363,-13.799,4
0.384,0.0274,-26.64,4
0.395,0.307,-13.508,3
0.789,0.727,-9.534,4
0.779,0.527,-6.983,4
0.7809999999999999,0.654,-5.74,4
0.5770000000000001,0.835,-8.344,4
0.505,0.487,-6.872999999999999,4
0.3379999999999999,0.268,-16.993,3
0.21,0.00315,-35.76,4
0.8390000000000001,0.287,-6.245,4
0.301,0.151,-19.589,4
0.284,0.7040000000000001,-7.276,4
0.456,0.1169999999999999,-25.009,4
0.58,0.687,-5.4,4
0.645,0.693,-6.481,4
0.59,0.358,-9.709,4
0.8809999999999999,0.6609999999999999,-7.681,4
0.4429999999999999,0.954,-4.7860000000000005,4
0.7829999999999999,0.415,-10.961,4
0.528,0.653,-4.766,4
0.862,0.711,-5.235,4
0.743,0.7390000000000001,-7.815,4
0.6920000000000001,0.624,-6.492000000000001,4
0.483,0.7959999999999999,-13.54,4
0.478,0.0796,-18.825,4
0.631,0.862,-4.114,4
0.59,0.564,-8.258,4
0.519,0.2789999999999999,-11.821,4
0.584,0.54,-7.786,4
0.799,0.244,-12.495,4
0.629,0.451,-9.974,4
0.513,0.525,-8.57,4
0.664,0.6659999999999999,-2.2030000000000003,4
0.172,0.109,-19.785,4
0.84,0.6990000000000001,-6.581,4
0.59,0.969,-3.3960000000000004,4
0.759,0.7829999999999999,-5.601,4
0.638,0.5379999999999999,-8.445,4
0.547,0.091,-19.388,4
0.63,0.521,-6.504,4
0.491,0.6859999999999999,-8.22,4
0.6609999999999999,0.76,-4.882,4
0.348,0.88,-7.366,4
0.813,0.627,-5.018,4
0.387,0.0841,-23.424,4
0.635,0.937,-2.86,4
0.695,0.591,-9.077,4
0.867,0.5379999999999999,-16.183,4
0.647,0.696,-11.637,4
0.595,0.256,-15.509,4
0.7809999999999999,0.456,-14.642,4
0.5770000000000001,0.7490000000000001,-7.215,4
0.607,0.672,-7.732,4
0.7909999999999999,0.733,-3.852,4
0.583,0.909,-6.357,4
0.742,0.737,-3.713,4
0.529,0.509,-16.646,5
